accession	tempOptimMin	tempOptimMax	tempMin	tempMax
A0A545BBS8	35.0	35.0	20.0	40.0
A0A545BBS8	35.0	35.0	15.0	40.0
A0A545BBS8	35.0	35.0	20.0	40.0
A0A545BBS8	35.0	35.0	15.0	40.0
Q2XNL6	65.0	70.0	45.0	75.0
Q8TZW1	90.0	90.0	70.0	105.0
P54419	45.0	45.0	25.0	55.0
Q72I53	80.0	80.0	30.0	90.0
Q8TZW1	80.0	80.0	70.0	105.0
Q9K5E4	35.0	35.0	45.0	50.0
Q3HW35	35.0	35.0	20.0	50.0
G3XCK6	25.0	30.0	10.0	45.0
Q1MW86	45.0	45.0	45.0	65.0
Q3ZTU7	30.0	30.0	15.0	37.0
Q3ZTU7	30.0	30.0	5.0	30.0
Q3ZTU7	20.0	20.0	15.0	37.0
Q3ZTU7	20.0	20.0	5.0	30.0
Q84B23	90.0	95.0	30.0	103.0
Q2VPS0	90.0	90.0	70.0	100.0
Q8J2N2	50.0	50.0	50.0	80.0
A0A2I7M6F6	45.0	45.0	4.0	65.0
A0A3S6IVW5	42.0	42.0	4.0	60.0
P50281	25.0	25.0	10.0	55.0
P50281	22.0	22.0	10.0	55.0
P50281	37.0	37.0	10.0	55.0
O94219	25.0	25.0	40.0	40.0
E4QP00	25.0	25.0	25.0	45.0
E4QP00	25.0	25.0	25.0	45.0
E4QP00	25.0	25.0	25.0	45.0
E4QP00	45.0	45.0	25.0	45.0
E4QP00	45.0	45.0	25.0	45.0
E4QP00	45.0	45.0	25.0	45.0
U5ILS4	45.0	45.0	20.0	60.0
P23670	30.0	30.0	20.0	45.0
Q97YG7	90.0	90.0	80.0	95.0
Q97YG7	90.0	90.0	60.0	110.0
Q97YG7	90.0	90.0	80.0	110.0
Q97YG7	90.0	90.0	75.0	100.0
Q97YG7	90.0	90.0	99.0	99.0
Q97YG7	90.0	90.0	70.0	70.0
X4YXV3	90.0	90.0	80.0	95.0
Q97YG7	95.0	95.0	80.0	95.0
Q97YG7	95.0	95.0	60.0	110.0
Q97YG7	95.0	95.0	80.0	110.0
Q97YG7	95.0	95.0	75.0	100.0
Q97YG7	95.0	95.0	99.0	99.0
Q97YG7	95.0	95.0	70.0	70.0
Q60032	95.0	95.0	75.0	99.0
D3GDK4	40.0	40.0	80.0	80.0
Q25C15	40.0	40.0	20.0	60.0
D2DRB6	60.0	60.0	25.0	80.0
Q65JI9	60.0	60.0	35.0	75.0
V9PD44	60.0	60.0	80.0	80.0
F2VRZ0	60.0	60.0	30.0	70.0
Q6BCL7	60.0	60.0	60.0	70.0
G2QVH7	60.0	60.0	80.0	80.0
G3BJX5	60.0	60.0	30.0	80.0
F2VRY9	65.0	65.0	30.0	70.0
Q9AJF8	65.0	65.0	35.0	75.0
Q9PF60	65.0	65.0	50.0	70.0
F4H413	65.0	65.0	30.0	74.0
A7E948	50.0	50.0	25.0	70.0
A0A0K2RV92	50.0	50.0	20.0	20.0
D2YZL5	50.0	50.0	30.0	65.0
P21834	50.0	50.0	25.0	70.0
P21833	50.0	50.0	25.0	70.0
F4GZY2	50.0	50.0	30.0	74.0
G0S9G3	50.0	50.0	40.0	80.0
G0S9G3	50.0	50.0	30.0	90.0
G0S9G3	50.0	50.0	40.0	80.0
G0S9G3	50.0	50.0	30.0	90.0
P19487	45.0	45.0	40.0	55.0
B7UAM4	60.0	65.0	40.0	95.0
Q60032	100.0	100.0	75.0	99.0
A0A1U7Q1U3	61.0	80.0	32.0	85.0
A0A0P0E6S3	30.0	40.0	5.0	5.0
A0A1B5G0A1	95.0	100.0	75.0	110.0
A0A3Q9CZQ1	115.0	115.0	70.0	130.0
A0A346PYQ5	30.0	30.0	5.0	40.0
A0A346PYQ5	30.0	30.0	5.0	40.0
A0A1W5YNV1	30.0	30.0	10.0	60.0
A0A2P1G1K5	55.0	55.0	25.0	90.0
O66064	55.0	55.0	40.0	60.0
G0S9G3	55.0	55.0	40.0	80.0
G0S9G3	55.0	55.0	30.0	90.0
G0S9G3	55.0	55.0	40.0	80.0
G0S9G3	55.0	55.0	30.0	90.0
G0S9G3	55.0	55.0	40.0	80.0
G0S9G3	55.0	55.0	30.0	90.0
G0S9G3	55.0	55.0	40.0	80.0
G0S9G3	55.0	55.0	30.0	90.0
Q9BLD2	37.0	37.0	37.0	52.0
C7FFK1	70.0	70.0	80.0	80.0
V9PD44	70.0	70.0	80.0	80.0
W5ZNX7	50.0	60.0	80.0	80.0
W5ZNX7	50.0	60.0	20.0	20.0
Q97X08	80.0	80.0	75.0	99.0
Q97X08	80.0	80.0	70.0	95.0
Q97X08	85.0	85.0	75.0	99.0
Q97X08	85.0	85.0	70.0	95.0
Q60032	85.0	85.0	75.0	99.0
A0A286Q5D2	60.0	70.0	40.0	80.0
Q97U96	70.0	70.0	75.0	92.0
Q97U96	85.0	85.0	75.0	92.0
P81453	50.0	50.0	20.0	60.0
P81453	50.0	50.0	20.0	70.0
P81453	37.0	37.0	20.0	60.0
P81453	37.0	37.0	20.0	70.0
P81453	48.0	48.0	20.0	60.0
P81453	48.0	48.0	20.0	70.0
P81453	25.0	37.0	20.0	60.0
P81453	25.0	37.0	20.0	70.0
P81453	50.9	50.9	20.0	60.0
P81453	50.9	50.9	20.0	70.0
P81453	40.0	40.0	20.0	60.0
P81453	40.0	40.0	20.0	70.0
P81453	45.4	45.4	20.0	60.0
P81453	45.4	45.4	20.0	70.0
Q964D3	22.0	22.0	4.0	22.0
A0A286XL02	22.0	22.0	4.0	37.0
Q9X1V9	95.0	95.0	80.0	100.0
H9JRZ9	30.0	30.0	20.0	50.0
Q7X0P3	40.0	40.0	30.0	50.0
Q7X0P3	40.0	40.0	23.0	30.0
Q7X0P3	25.0	25.0	30.0	50.0
Q7X0P3	25.0	25.0	23.0	30.0
A5EYI0	45.0	45.0	22.0	70.0
F4HQA8	40.0	40.0	30.0	50.0
F4HQA8	30.0	30.0	30.0	50.0
P27652	37.0	37.0	20.0	50.0
P27652	37.0	37.0	20.0	60.0
P27652	32.0	32.0	20.0	50.0
P27652	32.0	32.0	20.0	60.0
P27652	36.0	37.0	20.0	50.0
P27652	36.0	37.0	20.0	60.0
P27652	30.0	30.0	20.0	50.0
P27652	30.0	30.0	20.0	60.0
P27652	25.0	25.0	20.0	50.0
P27652	25.0	25.0	20.0	60.0
A0A1U7EWW7	60.0	60.0	70.0	70.0
D1J8Z9	40.0	40.0	20.0	50.0
I2D0K8	30.0	30.0	25.0	70.0
Q97VT7	65.0	75.0	10.0	100.0
Q97VT7	70.0	70.0	10.0	100.0
F0QXN6	70.0	70.0	70.0	90.0
F0QXN6	70.0	70.0	70.0	90.0
F0QXN6	70.0	70.0	70.0	90.0
P27169	25.0	25.0	25.0	50.0
Q4J6Z8	25.0	25.0	50.0	95.0
Q97VT7	25.0	25.0	10.0	100.0
P27169	46.0	48.0	25.0	50.0
P27169	25.0	30.0	25.0	50.0
Q97VT7	85.0	85.0	10.0	100.0
Q97VT7	90.0	90.0	10.0	100.0
Q5W503	65.0	65.0	20.0	80.0
Q97VT7	65.0	65.0	10.0	100.0
Q4J6Z8	75.0	75.0	50.0	95.0
F0QXN6	80.0	80.0	70.0	90.0
F0QXN6	80.0	80.0	70.0	90.0
F0QXN6	80.0	80.0	70.0	90.0
A0A1B1W6Z7	37.0	37.0	20.0	75.0
A0A1B1W6Z7	37.0	37.0	20.0	75.0
A0A0H2ZQ64	37.0	37.0	30.0	50.0
P23469	37.0	37.0	26.0	42.0
Q6MNP0	50.0	50.0	40.0	55.0
Q72JF6	75.0	75.0	30.0	90.0
P23469	22.0	25.0	26.0	42.0
Q58178	60.0	60.0	35.0	80.0
Q58178	60.0	60.0	35.0	80.0
Q6T1F6	42.0	42.0	38.0	44.0
J9PHM5	35.0	35.0	16.0	42.0
Q5SIQ7	60.0	60.0	40.0	100.0
Q5SIQ7	100.0	100.0	40.0	100.0
Q9LBX4	45.0	45.0	30.0	65.0
Q9LBX4	37.0	50.0	30.0	65.0
F2KPY9	80.0	80.0	40.0	100.0
F2X2G0	53.0	53.0	50.0	55.0
Q9APM5	35.0	35.0	20.0	40.0
A0A0S2VC96	65.0	65.0	37.0	37.0
A0A0S2VC96	65.0	65.0	70.0	70.0
Q2QC90	80.0	80.0	30.0	100.0
D1C7Y4	63.0	63.0	50.0	75.0
C6DAH4	40.0	40.0	50.0	50.0
A3MSR0	100.0	100.0	80.0	120.0
A3MSR0	110.0	110.0	80.0	120.0
P29051	40.0	40.0	40.0	90.0
Q53IZ1	37.0	37.0	40.0	45.0
Q53IZ1	45.0	45.0	40.0	45.0
Q93QX0	45.0	45.0	20.0	55.0
Q2TDY4	32.0	32.0	5.0	50.0
E1VA04	32.0	32.0	5.0	47.0
Q1GNW5	40.0	40.0	5.0	50.0
A0A1R1AUM9	40.0	40.0	15.0	50.0
Q9F9T3	35.0	35.0	25.0	25.0
Q9F9T3	35.0	35.0	40.0	40.0
Q9AGZ4	40.0	40.0	20.0	50.0
Q5SIM4	80.0	80.0	70.0	90.0
Q846U5	70.0	70.0	10.0	80.0
Q846U5	40.0	40.0	10.0	80.0
S5MPT0	60.0	60.0	30.0	60.0
Q56S49	60.0	60.0	50.0	80.0
A8R0Y0	20.0	20.0	10.0	30.0
A8R0Y0	20.0	20.0	10.0	30.0
A0A075BSX9	40.0	40.0	20.0	50.0
A0A075XFI8	45.0	45.0	15.0	65.0
Q76I22	20.0	20.0	15.0	30.0
S4UL39	45.0	45.0	15.0	55.0
P00784	60.0	60.0	25.0	70.0
P00784	60.0	60.0	30.0	70.0
P00784	60.0	60.0	30.0	80.0
P00784	60.0	60.0	60.0	80.0
P00784	60.0	60.0	25.0	90.0
P00784	70.0	70.0	25.0	70.0
P00784	70.0	70.0	30.0	70.0
P00784	70.0	70.0	30.0	80.0
P00784	70.0	70.0	60.0	80.0
P00784	70.0	70.0	25.0	90.0
P00784	80.0	80.0	25.0	70.0
P00784	80.0	80.0	30.0	70.0
P00784	80.0	80.0	30.0	80.0
P00784	80.0	80.0	60.0	80.0
P00784	80.0	80.0	25.0	90.0
P00784	20.0	20.0	25.0	70.0
P00784	20.0	20.0	30.0	70.0
P00784	20.0	20.0	30.0	80.0
P00784	20.0	20.0	60.0	80.0
P00784	20.0	20.0	25.0	90.0
P00784	55.0	55.0	25.0	70.0
P00784	55.0	55.0	30.0	70.0
P00784	55.0	55.0	30.0	80.0
P00784	55.0	55.0	60.0	80.0
P00784	55.0	55.0	25.0	90.0
C7EXL6	45.0	45.0	42.0	48.0
Q6L047	55.0	55.0	55.0	60.0
A0A2H4ER88	40.0	40.0	25.0	45.0
A9QT35	40.0	40.0	20.0	70.0
B3VTK1	30.0	30.0	10.0	60.0
B3VTL5	30.0	30.0	10.0	60.0
Q8GR45	50.0	50.0	20.0	80.0
Q8GR45	85.0	85.0	20.0	80.0
Q9HTD7	35.0	35.0	15.0	40.0
Q9XCW3	37.0	37.0	4.0	65.0
D0LR31	40.0	45.0	40.0	60.0
F0QW25	65.0	65.0	60.0	90.0
F0QW25	65.0	70.0	60.0	90.0
W8CQR1	85.0	85.0	75.0	95.0
W8CQB2	85.0	85.0	75.0	95.0
W8CQB1	85.0	85.0	75.0	95.0
W8CR61	85.0	85.0	75.0	95.0
Q56317	95.0	95.0	25.0	25.0
Q56316	95.0	95.0	25.0	25.0
A7J1X3	80.0	80.0	70.0	95.0
O29976	90.0	95.0	60.0	100.0
O29976	90.0	95.0	90.0	95.0
O29976	80.0	80.0	60.0	100.0
O29976	80.0	80.0	90.0	95.0
S5R9V1	40.0	40.0	25.0	55.0
Q875J3	50.0	50.0	30.0	60.0
S5RVR8	50.0	50.0	50.0	80.0
B6D1P2	60.0	60.0	20.0	60.0
B6D1P2	60.0	60.0	20.0	70.0
S5R9V1	60.0	60.0	25.0	55.0
B6D1P2	35.0	35.0	20.0	60.0
B6D1P2	35.0	35.0	20.0	70.0
S5RVR8	70.0	70.0	50.0	80.0
C4LUV9	55.0	55.0	37.0	37.0
Q8IQV0	45.0	45.0	20.0	45.0
A0A2Z5U3T3	80.0	85.0	40.0	75.0
A0A2Z5U3T3	60.0	60.0	40.0	75.0
A0A0F6PAZ3	55.0	55.0	37.0	60.0
A0A0F6PB63	55.0	55.0	37.0	65.0
A9XE63	30.0	30.0	15.0	50.0
A9XE63	30.0	30.0	20.0	45.0
A0A2E0NWL6	50.0	50.0	40.0	60.0
Q5JJ59	65.0	65.0	50.0	90.0
I3ZTQ5	85.0	85.0	50.0	95.0
Q5BLZ6	57.5	57.5	45.0	70.0
Q2QC92	100.0	100.0	50.0	50.0
Q2QC92	100.0	100.0	40.0	40.0
P74468	30.0	32.0	15.0	55.0
D3JU54	37.0	37.0	15.0	55.0
M1F2U2	30.0	30.0	25.0	35.0
F0S8P2	50.0	50.0	65.0	65.0
F0S8P2	50.0	50.0	40.0	40.0
C0JBW5	32.0	32.0	20.0	37.0
Q7LX98	75.0	75.0	45.0	90.0
Q7LX98	60.0	60.0	45.0	90.0
P57681	37.0	37.0	7.5	7.5
P57681	30.0	30.0	7.5	7.5
P19571	45.0	45.0	45.0	70.0
P19571	40.0	40.0	45.0	70.0
O13437	60.0	60.0	40.0	60.0
O13437	30.0	30.0	40.0	60.0
Q845T0	50.0	50.0	35.0	60.0
O13437	50.0	50.0	40.0	60.0
D6CJK0	50.0	50.0	25.0	60.0
O13437	25.0	25.0	40.0	60.0
O13437	45.0	55.0	40.0	60.0
O13437	22.0	22.0	40.0	60.0
P33677	65.0	65.0	60.0	70.0
G2QB71	35.0	35.0	25.0	49.0
A0A0A1C3U6	35.0	35.0	35.0	40.0
Q53389	45.0	70.0	40.0	70.0
Q53389	45.0	45.0	40.0	70.0
A0A0H3FP92	37.0	37.0	20.0	50.0
P0A9H3	37.0	37.0	20.0	70.0
A0A094XEM2	37.0	37.0	20.0	50.0
P0A9H3	60.0	60.0	20.0	70.0
A0A0H3FP92	30.0	30.0	20.0	50.0
P0A9H3	37.0	50.0	20.0	70.0
P0A9H3	55.0	55.0	20.0	70.0
P0A9H3	50.0	50.0	20.0	70.0
A0A346XR64	35.0	35.0	20.0	45.0
G8N704	80.0	80.0	40.0	100.0
I3ZTN9	85.0	85.0	60.0	95.0
I3ZTN9	85.0	85.0	80.0	98.0
I3ZTN9	85.0	85.0	60.0	95.0
I3ZTN9	85.0	85.0	80.0	98.0
I3ZTN9	98.0	98.0	60.0	95.0
I3ZTN9	98.0	98.0	80.0	98.0
I3ZTN9	98.0	98.0	60.0	95.0
I3ZTN9	98.0	98.0	80.0	98.0
P19531	50.0	50.0	50.0	80.0
P19531	50.0	50.0	30.0	70.0
C0LZ63	50.0	50.0	30.0	80.0
P19531	60.0	60.0	50.0	80.0
P19531	60.0	60.0	30.0	70.0
E0X988	60.0	60.0	40.0	70.0
E0X988	55.0	65.0	40.0	70.0
A7DWA8	40.0	40.0	20.0	55.0
A7DWA8	40.0	40.0	10.0	60.0
P19531	55.0	55.0	50.0	80.0
P19531	55.0	55.0	30.0	70.0
A0A4P8GNL5	60.0	60.0	20.0	90.0
P42588	60.0	60.0	20.0	80.0
Q6F4D7	75.0	75.0	45.0	80.0
P95231	37.0	37.0	20.0	80.0
A0A1B1KJ01	53.0	53.0	10.0	50.0
Q8KTX7	65.0	65.0	45.0	70.0
Q8KTX7	65.0	65.0	45.0	70.0
P07102	45.0	45.0	20.0	80.0
A0A0E3VIU5	45.0	55.0	20.0	60.0
A0A0E3VIU5	45.0	55.0	20.0	60.0
P07102	37.0	37.0	20.0	80.0
P07102	50.0	50.0	20.0	80.0
Q6YNE9	55.0	55.0	70.0	70.0
Q6YNE9	55.0	55.0	95.0	95.0
D9I0I9	55.0	55.0	25.0	70.0
D9I0I9	55.0	55.0	25.0	70.0
A5A5J1	55.0	55.0	25.0	70.0
A5A5J1	55.0	55.0	25.0	70.0
A0A125R6G8	55.0	55.0	25.0	70.0
A0A125R6G8	55.0	55.0	25.0	70.0
F6IQ86	60.0	60.0	10.0	80.0
F6IQ86	60.0	60.0	10.0	80.0
F6IQ86	60.0	60.0	10.0	80.0
P07102	60.0	60.0	20.0	80.0
Q2FUB2	40.0	40.0	60.0	60.0
Q5GTD5	37.0	37.0	45.0	45.0
A0A0E3U204	50.0	50.0	10.0	50.0
A0A0E3Y582	50.0	50.0	10.0	50.0
Q9WYR8	80.0	80.0	73.0	95.0
S5U834	60.0	60.0	70.0	70.0
A0A191KCR1	60.0	60.0	50.0	65.0
A0A191KCR0	55.0	55.0	40.0	60.0
C9E9M9	65.0	65.0	50.0	70.0
A5IL43	70.0	70.0	75.0	98.0
A5IL43	70.0	70.0	60.0	95.0
A9UIG0	70.0	70.0	65.0	75.0
A9UIG0	70.0	70.0	65.0	75.0
A5IL97	70.0	70.0	30.0	100.0
Q8TGI8	71.5	71.5	40.0	80.0
Q4U4W7	50.0	50.0	30.0	55.0
Q8T0W7	50.0	50.0	10.0	50.0
D3VYD8	50.0	50.0	43.0	52.0
Q51723	95.0	95.0	70.0	110.0
Q51723	100.0	100.0	70.0	110.0
Q51723	70.0	90.0	70.0	110.0
Q51723	110.0	110.0	70.0	110.0
A5IL97	80.0	90.0	30.0	100.0
A0A191KCR2	50.0	55.0	40.0	60.0
A1S0B1	90.0	90.0	60.0	100.0
A5IL43	90.0	90.0	75.0	98.0
A5IL43	90.0	90.0	60.0	95.0
Q92AS9	37.0	37.0	40.0	40.0
Q86D78	35.0	35.0	15.0	48.0
D2C716	85.0	85.0	70.0	95.0
I6TNE2	45.0	45.0	30.0	55.0
Q6QGY5	40.0	40.0	20.0	50.0
D5KX75	40.0	40.0	15.0	55.0
A1C3J9	40.0	40.0	10.0	80.0
A0A2I2LGB3	40.0	40.0	35.0	35.0
O59650	70.0	70.0	40.0	90.0
O59650	80.0	80.0	40.0	90.0
P50740	37.0	37.0	15.0	55.0
B0VH76	30.0	30.0	33.0	33.0
Q8AAK9	40.0	40.0	30.0	50.0
A7LVG6	45.0	45.0	25.0	60.0
A4IU28	60.0	60.0	40.0	90.0
A4IU28	65.0	65.0	40.0	90.0
A4IU28	75.0	75.0	40.0	90.0
B5UAT8	37.0	37.0	30.0	50.0
B5UAT8	30.0	30.0	30.0	50.0
Q9WYQ4	80.0	80.0	90.0	90.0
P77943	81.0	81.0	60.0	87.0
P77944	81.0	81.0	60.0	87.0
P77945	81.0	81.0	60.0	87.0
P77946	81.0	81.0	60.0	87.0
O73937	75.0	81.0	30.0	75.0
O73937	75.0	81.0	30.0	75.0
O73937	75.0	81.0	30.0	75.0
O73937	75.0	81.0	30.0	75.0
O73939	75.0	81.0	30.0	75.0
O73940	75.0	81.0	30.0	75.0
O73937	70.0	70.0	30.0	75.0
O73937	70.0	70.0	30.0	75.0
O73937	70.0	70.0	30.0	75.0
O73937	70.0	70.0	30.0	75.0
O73939	70.0	70.0	30.0	75.0
O73940	70.0	70.0	30.0	75.0
P09347	45.0	45.0	60.0	60.0
Q8VWZ6	30.0	60.0	10.0	75.0
Q7WTR6	45.0	45.0	40.0	50.0
B7IED6	75.0	75.0	50.0	90.0
Q7WTR6	37.0	37.0	40.0	50.0
Q5S260	60.0	60.0	45.0	65.0
Q153J0	75.0	80.0	45.0	90.0
A8WEG4	65.0	65.0	45.0	60.0
Q9UZV2	70.0	70.0	37.0	80.0
A0A1B2YKT4	80.0	80.0	70.0	100.0
B8K1W1	80.0	80.0	60.0	90.0
O74237	25.0	25.0	27.0	57.0
A0A455KZK8	50.0	50.0	30.0	70.0
O74237	42.0	42.0	27.0	57.0
A0A0M4HL56	45.0	45.0	50.0	50.0
A9QVV8	45.0	45.0	30.0	60.0
W5RZ21	30.0	30.0	20.0	40.0
W5RZ21	30.0	30.0	20.0	30.0
A0A0M4HL56	27.0	27.0	50.0	50.0
A0A0M4HL56	55.0	55.0	50.0	50.0
P38715	55.0	55.0	30.0	70.0
W0T4K1	40.0	40.0	30.0	45.0
C5J3R6	37.0	37.0	30.0	60.0
A6YGF1	60.0	60.0	30.0	65.0
A0A345K402	45.0	45.0	10.0	60.0
V9Q624	40.0	40.0	5.0	55.0
Q9SUC0	40.0	40.0	20.0	55.0
C1KF11	40.0	40.0	20.0	70.0
Q9I1X3	30.0	30.0	15.0	45.0
Q9I1X3	30.0	30.0	15.0	45.0
Q97UK5	70.0	70.0	30.0	30.0
Q97UK5	85.0	85.0	30.0	30.0
Q97UK5	65.0	65.0	30.0	30.0
Q39443	20.0	20.0	10.0	40.0
O28007	80.0	80.0	20.0	50.0
O28007	80.0	80.0	65.0	100.0
Q58829	50.0	50.0	37.0	65.0
D3G6S3	25.0	25.0	10.0	50.0
O28007	80.0	90.0	20.0	50.0
O28007	80.0	90.0	65.0	100.0
Q58829	55.0	55.0	37.0	65.0
Q58829	55.0	65.0	37.0	65.0
Q9RFR0	85.0	90.0	75.0	95.0
Q07560	45.0	45.0	35.0	65.0
P15332	23.0	23.0	45.0	50.0
P15334	23.0	23.0	45.0	50.0
P15333	23.0	23.0	45.0	50.0
P28625	25.0	30.0	25.0	60.0
P28625	25.0	30.0	20.0	50.0
A7LBQ5	40.0	40.0	4.0	50.0
A7LBQ4	35.0	35.0	6.0	60.0
A4ISB9	60.0	60.0	50.0	65.0
A4IP64	60.0	60.0	45.0	75.0
D1JH91	70.0	70.0	20.0	80.0
G5D5D5	25.0	25.0	10.0	60.0
K5BDL0	42.0	42.0	25.0	25.0
Q72K04	70.0	70.0	30.0	30.0
D8QTR2	40.0	40.0	20.0	60.0
Q975F9	80.0	80.0	70.0	100.0
Q975F9	80.0	80.0	70.0	100.0
C5B2R8	30.0	30.0	20.0	35.0
Q7X0P3	40.0	40.0	30.0	50.0
Q7X0P3	40.0	40.0	23.0	30.0
W8E1X9	50.0	50.0	40.0	60.0
Q76HN4	80.0	80.0	37.0	100.0
Q308C1	30.0	30.0	50.0	50.0
Q308C1	30.0	30.0	30.0	50.0
A0A2K9VPX3	30.0	30.0	25.0	55.0
P27169	37.0	37.0	25.0	50.0
F0QXN6	80.0	80.0	70.0	90.0
F0QXN6	80.0	80.0	70.0	90.0
F0QXN6	80.0	80.0	70.0	90.0
P27169	25.0	25.0	25.0	50.0
Q4J6Z8	25.0	25.0	50.0	95.0
G0YFD9	60.0	60.0	40.0	65.0
U5JE22	60.0	60.0	50.0	75.0
B3XZQ2	60.0	60.0	30.0	50.0
Q47SE9	30.0	30.0	20.0	65.0
Q7XAU6	30.0	30.0	10.0	60.0
P07254	25.0	45.0	25.0	45.0
P48827	47.0	47.0	23.0	50.0
P48827	38.0	38.0	23.0	50.0
Q8TGW8	37.0	37.0	20.0	50.0
Q12713	55.0	55.0	40.0	55.0
Q12713	55.0	55.0	40.0	60.0
A5YRG4	55.0	55.0	30.0	70.0
E5FGC5	55.0	55.0	15.0	85.0
Q12713	50.0	50.0	40.0	55.0
Q12713	50.0	50.0	40.0	60.0
K7ZLW6	50.0	50.0	20.0	70.0
U5LKV8	50.0	50.0	37.0	55.0
D3YGV3	50.0	50.0	20.0	90.0
H9CWQ0	35.0	35.0	5.0	45.0
I7A144	70.0	70.0	60.0	80.0
I7A144	70.0	70.0	40.0	40.0
I7A144	70.0	70.0	85.0	85.0
O54435	37.0	37.0	20.0	50.0
B2VCC3	37.0	37.0	37.0	42.0
M9TNM8	37.0	37.0	20.0	50.0
A0A481MY41	30.0	30.0	30.0	50.0
O54435	40.0	40.0	20.0	50.0
O54435	20.0	20.0	20.0	50.0
G7LSK3	45.0	45.0	30.0	55.0
O54435	50.0	50.0	20.0	50.0
I7HFV7	45.0	45.0	20.0	55.0
S4T8N6	50.0	50.0	25.0	50.0
A3DIL8	80.0	80.0	60.0	90.0
A0A1Z2RWY4	37.0	37.0	7.0	57.0
A0A3G1ICG7	37.0	37.0	7.0	57.0
A0A3G1ICG7	37.0	37.0	17.0	47.0
Q88P52	37.0	37.0	20.0	45.0
A7LKB0	37.0	37.0	20.0	50.0
A7LKB0	45.0	45.0	20.0	50.0
A7LKB0	62.0	62.0	20.0	50.0
A7LKB0	32.0	32.0	20.0	50.0
I3XLC2	53.0	53.0	45.0	60.0
P20115	20.0	20.0	35.0	35.0
Q96XN9	80.0	80.0	50.0	50.0
Q96XN9	80.0	80.0	90.0	90.0
C6L862	37.0	37.0	15.0	80.0
A0A0A1EIU0	40.0	40.0	10.0	60.0
F0QXN6	40.0	40.0	70.0	90.0
F0QXN6	40.0	40.0	70.0	90.0
F0QXN6	40.0	40.0	70.0	90.0
A0A2Z5U8E0	60.0	60.0	30.0	80.0
A0A142LT01	35.0	35.0	20.0	37.0
P27169	25.0	25.0	25.0	50.0
A0A2Z5UR29	60.0	70.0	50.0	80.0
F8WSM9	50.0	60.0	20.0	70.0
I7HB71	30.0	40.0	20.0	60.0
P08659	25.0	25.0	10.0	60.0
Q5UFR2	25.0	25.0	25.0	35.0
P08659	30.0	30.0	10.0	60.0
Q5UFR2	30.0	30.0	25.0	35.0
P08659	37.0	37.0	10.0	60.0
Q5UFR2	24.0	24.0	25.0	35.0
P08659	35.0	35.0	10.0	60.0
P08659	22.0	22.0	10.0	60.0
A0A0U3EA38	37.0	37.0		
P44969	37.0	37.0		
Q51169	37.0	37.0		
Q16134	22.0	22.0		
A9CJL8	22.0	22.0		
G2IQQ4	25.0	25.0		
G2IQQ3	25.0	25.0		
A0A0E0TDM3	37.0	37.0		
A4IQU1	22.0	22.0		
Q97L63	22.0	22.0		
P37956	22.0	22.0		
A0A0E0TDM3	20.0	20.0		
A4IQU1	25.0	25.0		
Q97L63	25.0	25.0		
P03523	30.0	30.0		
P07335	37.0	37.0		
A0A0A1IVI8	45.0	50.0		
P06732	25.0	25.0		
P00563	30.0	30.0		
P12277	30.0	30.0		
D6XUS4	55.0	55.0		
Q50LH0	50.0	50.0		
Q50LH0	40.0	40.0		
O93623	37.0	37.0		
P32189	37.0	37.0		
D3KVM3	37.0	37.0		
D3KVM4	37.0	37.0		
Q1GNW6	15.0	15.0		
Q4JQJ3	20.0	20.0		
F1SWA0	37.0	37.0		
P45370	30.0	30.0		
D2Z0B8	30.0	30.0		
O32471	30.0	30.0		
P23608	30.0	30.0		
O87110	30.0	30.0		
Q9ZF92	30.0	30.0		
A0A4P6X2C3	30.0	30.0		
Q8GI81	30.0	30.0		
E1APK1	30.0	30.0		
A0A290N3S7	30.0	30.0		
P35790	37.0	37.0		
Q8L518	30.0	30.0		
Q9M9H6	30.0	30.0		
Q9SZ92	30.0	30.0		
Q8DPI4	25.0	25.0		
O54804	25.0	25.0		
A7AZH2	37.0	37.0		
A0A097ZMY7	25.0	25.0		
J7M9D0	25.0	25.0		
G1UBD1	45.0	45.0		
Q607G3	45.0	45.0		
G1UBD1	37.0	37.0		
Q607G3	37.0	37.0		
G1UBD1	22.0	22.0		
Q607G3	22.0	22.0		
P93149	25.0	25.0		
B1X2S9	40.0	50.0		
O22527	25.0	25.0		
Q9M7I7	25.0	25.0		
O22527	37.0	37.0		
Q9M7I7	40.0	40.0		
Q8GTM4	40.0	40.0		
Q8GTM3	60.0	60.0		
B1X2S9	60.0	60.0		
A0A096ZNF0	30.0	30.0		
Q8GTM4	30.0	30.0		
T2G9X8	37.0	37.0		
P00363	30.0	30.0		
E3W202	25.0	25.0		
E3W203	25.0	25.0		
E3W204	25.0	25.0		
Q9NY33	25.0	25.0		
H1XW48	50.0	50.0		
Q08225	37.0	37.0		
Q9NY33	37.0	37.0		
O87833	30.0	30.0		
P49888	37.0	37.0		
Q2XV97	37.0	37.0		
Q9LFU9	30.0	40.0		
Q96EK6	37.0	37.0		
A0A6P3CW87	30.0	30.0		
Q93ZN9	36.0	36.0		
Q93ZN9	25.0	25.0		
Q1PSI9	30.0	30.0		
P37527	37.0	37.0		
P37528	37.0	37.0		
O31465	37.0	37.0		
Q14AZ4	30.0	30.0		
