accession	tempOptimMin	tempOptimMax	tempMin	tempMax
A0A0A0R2Z1	50.0	50.0		
W8QRE4	50.0	50.0		
E7DXB6	50.0	50.0		
C3W4Y2	50.0	50.0		
K7T9D9	45.0	45.0		
E7DXB6	45.0	45.0		
A0A2U8LMQ1	25.0	25.0		
A0A024A6V9	40.0	40.0		
Q4AEG8	40.0	40.0		
G3BJX4	40.0	40.0		
G3BJX3	40.0	40.0		
O00089	60.0	60.0		
D4AHT5	70.0	70.0		
A0A023J5W7	70.0	70.0		
Q6RXY3	55.0	55.0		
Q7X508	55.0	55.0		
Q09LX0	65.0	65.0		
A2ICH1	65.0	65.0		
G3BJX3	35.0	35.0		
Q2URT3	30.0	30.0		
G3BJX4	42.0	42.0		
O61660	52.0	57.0		
A5U8X0	37.0	37.0		
P9WG49	37.0	37.0		
P46799	50.0	50.0		
P46799	70.0	75.0		
P11387	25.0	25.0		
B2Y0K4	30.0	30.0		
O34714	22.0	22.0		
O34714	28.0	28.0		
O34714	37.0	37.0		
O34714	26.0	26.0		
Q3J125	37.0	37.0		
P30850	30.0	30.0		
P30850	37.0	37.0		
A0A3R5WSX8	45.0	45.0		
P28607	55.0	55.0		
P70500	30.0	30.0		
P06197	22.0	22.0		
Q99KQ4	37.0	37.0		
P25774	37.0	37.0		
A0A248QF88	35.0	35.0		
A0A0B4U9L8	37.0	37.0		
Q55777	30.0	30.0		
P07547	25.0	25.0		
Q88RQ5	25.0	25.0		
A5U5Q2	25.0	25.0		
Q9SQT8	25.0	25.0		
O67049	25.0	25.0		
Q6W3D0	25.0	25.0		
Q5HNV1	25.0	25.0		
Q88IJ7	25.0	25.0		
P95001	25.0	25.0		
P15770	25.0	25.0		
A0A5H2WVH6	30.0	30.0		
A0A5H2X4C4	30.0	30.0		
A4QB65	30.0	30.0		
A0A168S2H6	30.0	30.0		
A0A168S2B8	30.0	30.0		
D7TUX1	30.0	30.0		
A0A3G3BK08	30.0	30.0		
A0A5H2WZU5	30.0	30.0		
P15770	30.0	30.0		
A0A168S2G5	30.0	30.0		
O27957	87.0	87.0		
A0A0A0LQ48	20.0	20.0		
Q6PUG0	30.0	45.0		
Q6PUF9	30.0	45.0		
Q88RQ5	22.0	22.0		
Q88K85	22.0	22.0		
Q9SQT8	22.0	22.0		
Q88GF6	22.0	22.0		
Q6PUG0	22.0	22.0		
Q88IJ7	22.0	22.0		
O52250	25.0	25.0		
Q331Q6	37.0	37.0		
Q90495	37.0	37.0		
A2TLM3	37.0	37.0		
P61136	30.0	30.0		
Q9UUY8	30.0	30.0		
Q83WH5	30.0	30.0		
P15531	25.0	25.0		
O64903	25.0	25.0		
Q4E256	35.0	35.0		
P09148	27.0	27.0		
A0A0D6HE46	22.0	22.0		
D2Z028	30.0	30.0		
Q16769	37.0	37.0		
Q16769	30.0	30.0		
Q16769	25.0	25.0		
Q9NXS2	25.0	25.0		
Q55080	30.0	30.0		
Q8RVW0	25.0	25.0		
Q8RVP6	25.0	25.0		
Q5F809	37.0	37.0		
Q5LLG6	20.0	20.0		
Q7M0R2	35.0	35.0		
A0A142G555	37.0	37.0		
P03956	40.0	40.0		
P03956	30.0	30.0		
B5DFD5	30.0	30.0		
P03956	37.0	37.0		
Q02745	37.0	37.0		
O80403	40.0	40.0		
O80403	30.0	30.0		
L0C9D3	70.0	70.0		
P23293	30.0	30.0		
Q03957	30.0	30.0		
P06242	30.0	30.0		
Q9NTI2	37.0	37.0		
O43520	37.0	37.0		
C7EXK4	37.0	37.0		
Q9NTI2	23.0	23.0		
C7EXK4	23.0	23.0		
Q9ZGH6	27.0	27.0		
Q9ZGH6	24.0	24.0		
P96559	37.0	37.0		
P62620	37.0	37.0		
Q53692	40.0	40.0		
Q53692	50.0	50.0		
A0A077EWA5	45.0	45.0		
Q9YEU4	80.0	80.0		
Q974L0	80.0	80.0		
G4RPF4	80.0	80.0		
Q974L0	60.0	60.0		
Q92MM4	30.0	30.0		
A6UKD1	30.0	30.0		
A6X7I5	30.0	30.0		
A1T974	30.0	30.0		
H0FT96	30.0	30.0		
Q7M181	30.0	30.0		
A3TM80	30.0	30.0		
F7Y223	30.0	30.0		
Q5SIY4	60.0	60.0		
Q72IW9	37.0	37.0		
Q5SIY4	50.0	50.0		
Q5SIY4	70.0	70.0		
P28891	37.0	37.0		
A5JZ19	37.0	37.0		
C9QNK6	37.0	37.0		
Q05488	37.0	37.0		
Q05509	37.0	37.0		
Q8GHB2	30.0	30.0		
Q9L9F1	30.0	30.0		
Q9L9F1	32.0	32.0		
Q5VVY1	30.0	30.0		
Q5JDJ1	85.0	85.0		
Q9YGB0	85.0	85.0		
A0A2U8JPY3	30.0	30.0		
P75785	37.0	37.0		
P0ADV1	37.0	37.0		
P0A9J4	27.0	27.0		
A0A0J9X283	25.0	25.0		
P21218	23.0	23.0		
Q42536	23.0	23.0		
Q76KX0	45.0	45.0		
A5A8G0	37.0	37.0		
D2XEB3	37.0	37.0		
Q9SAK2	37.0	37.0		
A0A077JGG8	37.0	37.0		
A0A176VPW0	37.0	37.0		
Q0JA82	37.0	37.0		
Q9SAK2	23.0	23.0		
Q9XEH9	30.0	30.0		
Q9Y7P0	37.0	37.0		
Q58584	40.0	40.0		
B7VF65	42.0	42.0		
P14735	22.0	22.0		
P14735	37.0	37.0		
P37107	25.0	25.0		
B1B5E3	30.0	30.0		
B1B5E4	30.0	30.0		
D6RU53	30.0	30.0		
P32322	25.0	25.0		
Q75NT4	45.0	45.0		
P19835	30.0	30.0		
Q64285	30.0	30.0		
Q2TFW1	25.0	25.0		
P19835	25.0	25.0		
Q9F3K4	30.0	30.0		
P48163	30.0	30.0		
A6XP71	30.0	30.0		
A6XP72	30.0	30.0		
Q5JGC7	70.0	70.0		
Q717I9	25.0	25.0		
C8P490	60.0	60.0		
A0A2P1G7E2	70.0	70.0		
Q8NMD2	40.0	40.0		
Q8NMD2	45.0	45.0		
Q2G160	30.0	30.0		
A0A2P1G7E2	65.0	65.0		
Q8NMD2	40.0	50.0		
P0A6L4	37.0	37.0		
Q9BEC7	37.0	37.0		
Q9CKB0	37.0	37.0		
G4T023	60.0	60.0		
C4M2I2	37.0	37.0		
O05510	25.0	25.0		
B5UAE1	25.0	25.0		
A0A077JIE7	30.0	30.0		
Q4ZV08	28.0	28.0		
P43133	65.0	65.0		
M1GRN3	50.0	50.0		
M1GRN3	45.0	45.0		
M1GRN3	37.0	37.0		
Q66GM9	22.0	22.0		
P28496	24.0	24.0		
P38703	24.0	24.0		
Q03579	24.0	24.0		
Q9LDF2	30.0	30.0		
Q6NQI8	30.0	30.0		
Q9D6J1	37.0	37.0		
P28496	37.0	37.0		
P38703	37.0	37.0		
Q03579	37.0	37.0		
Q96G23	37.0	37.0		
Q9HA82	37.0	37.0		
Q924Z4	37.0	37.0		
Q1A3B0	37.0	37.0		
P23378	25.0	25.0		
A9KT32	40.0	40.0		
Q8KLK7	24.0	24.0		
G4V4T6	24.0	24.0		
A0A077YGC3	50.0	50.0		
C7EDT0	40.0	40.0		
B3Y018	40.0	40.0		
B3Y018	30.0	30.0		
E7D7J5	30.0	30.0		
P78581	30.0	30.0		
P78581	37.0	37.0		
B7VFD0	35.0	40.0		
P09172	37.0	37.0		
Q50754	70.0	70.0		
Q50755	70.0	70.0		
Q50756	70.0	70.0		
Q59922	70.0	70.0		
Q8J1V6	70.0	70.0		
F2VRY7	70.0	70.0		
E0X4B3	70.0	70.0		
O43097	70.0	70.0		
Q6QA21	55.0	55.0		
Q9UV68	55.0	55.0		
F1KBQ3	55.0	55.0		
B8NKE9	55.0	55.0		
T2M1V1	55.0	55.0		
B1B533	50.0	50.0		
O68541	50.0	50.0		
A0A0A0R2Z1	50.0	50.0		
P29127	50.0	50.0		
Q5EFR9	50.0	50.0		
P35809	50.0	50.0		
O43097	50.0	50.0		
A0A2U8LMQ3	50.0	50.0		
F8WSY7	50.0	50.0		
E0X4B3	50.0	50.0		
F5CI28	50.0	50.0		
P36218	50.0	50.0		
A0A075EEX4	65.0	65.0		
Q9UV68	65.0	65.0		
A0A286LNP2	65.0	65.0		
B2LWN3	65.0	65.0		
A0A0U5B5Z4	65.0	65.0		
O43097	65.0	65.0		
I7A603	65.0	65.0		
I6Z9A7	65.0	65.0		
F7YXD6	80.0	80.0		
M4QNR9	80.0	80.0		
A0A088BC14	80.0	80.0		
Q5ZNB1	80.0	80.0		
I6Z823	80.0	80.0		
P09850	22.0	22.0		
Q8J0K5	35.0	45.0		
E4Q2A4	90.0	90.0		
D1FNQ6	75.0	75.0		
D1G4K3	75.0	75.0		
O43097	75.0	75.0		
O32374	30.0	30.0		
P10478	30.0	30.0		
C5BJ89	37.0	37.0		
P55329	60.0	60.0		
C6FX34	60.0	60.0		
G2QDB9	60.0	60.0		
A7TVD4	60.0	60.0		
A0A067XRW0	60.0	60.0		
B4XVN1	60.0	60.0		
I3QKR9	60.0	60.0		
B2BZ80	60.0	60.0		
Q84F19	60.0	60.0		
G2QIK8	60.0	60.0		
I6M1A2	60.0	60.0		
E0X4B3	60.0	60.0		
B1A3N2	60.0	60.0		
A0A0P0ISK8	60.0	60.0		
Q94G06	40.0	40.0		
F7J663	40.0	40.0		
A0A2U8LMQ3	40.0	40.0		
D1GFE6	40.0	40.0		
P09850	40.0	40.0		
Q9XGT8	40.0	40.0		
Q56265	50.0	60.0		
Q9HFH0	50.0	60.0		
Q7Z1V6	45.0	45.0		
P33557	45.0	45.0		
Q8GTJ2	45.0	45.0		
A8TGA1	45.0	45.0		
I3QKR9	45.0	45.0		
A0A0F6MV31	45.0	45.0		
A0A286LNP2	45.0	45.0		
F1KBQ3	45.0	45.0		
E3WF08	35.0	35.0		
Q7ZA57	35.0	35.0		
P0A6U5	37.0	37.0		
O95336	25.0	25.0		
M1VDX3	30.0	30.0		
Q9KJE8	50.0	50.0		
Q39VG7	50.0	50.0		
P09546	25.0	25.0		
A0A2H4PMI3	30.0	30.0		
P0CD66	85.0	85.0		
Q6L2X4	87.0	87.0		
Q5K3Q3	55.0	60.0		
Q9C1S7	45.0	45.0		
A5JVZ2	45.0	45.0		
Q5K3Q3	50.0	50.0		
E1CJT1	50.0	50.0		
A0PCH8	55.0	55.0		
Q9C0Y4	35.0	35.0		
Q9LLY2	37.0	37.0		
Q6XK23	37.0	37.0		
P56526	37.0	37.0		
A0PCH8	37.0	37.0		
Q6XK24	37.0	37.0		
A1IHL0	37.0	37.0		
O43451	37.0	37.0		
Q2V621	37.0	37.0		
A5JVZ2	30.0	30.0		
Q9AI65	25.0	25.0		
Q8RDL1	60.0	60.0		
Q5K3Q3	60.0	60.0		
Q2PCE3	60.0	60.0		
Q8RDL1	60.0	60.0		
Q9R5L9	60.0	60.0		
Q2PCE2	60.0	60.0		
Q9F234	80.0	80.0		
A0A0D5ZYA4	55.0	55.0		
U6BQJ3	55.0	55.0		
Q6TA39	37.0	37.0		
P05089	37.0	42.0		
B2VFD8	26.0	26.0		
Q6QGP4	25.0	25.0		
Q9LZ76	30.0	30.0		
K7XQ68	30.0	30.0		
A8QW53	30.0	30.0		
A0A016Q182	28.0	28.0		
N0DT23	40.0	40.0		
P49189	27.0	27.0		
A0A0E4GVV3	37.0	37.0		
A0A024JUE5	37.0	37.0		
P9WFZ5	37.0	37.0		
A0A0B2V3X6	22.0	22.0		
A0A1S1GKD7	22.0	22.0		
A0A016VAH2	22.0	22.0		
A0A1S2B2X3	22.0	22.0		
P9WFZ5	22.0	22.0		
A0A1V0M5M0	22.0	22.0		
G4RK44	80.0	80.0		
C4R4L0	40.0	45.0		
Q6TQT0	30.0	30.0		
Q41158	30.0	30.0		
P51107	30.0	30.0		
A0A0C6ENR6	30.0	30.0		
P51104	30.0	30.0		
I6XNY7	30.0	30.0		
P51103	30.0	30.0		
A0A0C6E754	30.0	30.0		
P51105	30.0	30.0		
A0A0C6EUC4	30.0	30.0		
A0A0A0PTJ7	40.0	40.0		
Q5UL14	40.0	40.0		
A0A5J6CZH4	28.0	28.0		
Q00001	30.0	50.0		
T2M2J4	50.0	50.0		
Q06069	30.0	30.0		
Q06069	22.0	22.0		
A0PM49	22.0	22.0		
O24325	30.0	30.0		
Q9NFY9	37.0	45.0		
O89017	37.0	37.0		
A6Y9U8	37.0	37.0		
Q208S4	37.0	37.0		
A9CQC1	37.0	37.0		
A6Y9U9	37.0	37.0		
Q99538	37.0	37.0		
Q95M12	37.0	37.0		
I6R478	35.0	39.0		
Q6L1T2	60.0	60.0		
Q6L1T2	70.0	70.0		
Q97U27	70.0	70.0		
Q97U27	100.0	100.0		
Q2UIM2	45.0	45.0		
A0A1L7HA00	45.0	45.0		
K7T9D9	45.0	45.0		
P94531	35.0	50.0		
E7CY70	57.0	57.0		
O54161	30.0	45.0		
Q5AUX2	60.0	65.0		
O69262	60.0	60.0		
A0A0P0ISK8	60.0	60.0		
Q9WYB7	80.0	80.0		
P42254	55.0	55.0		
L0N6Q8	35.0	35.0		
A0A0K2SQZ9	37.0	37.0		
A0A0D1BZQ4	37.0	37.0		
E2GHW5	37.0	37.0		
Q9FG41	37.0	37.0		
A0A0K2SQX3	37.0	37.0		
A0A0K2SQX4	37.0	37.0		
B5MGR0	50.0	50.0		
B5MGR0	50.0	50.0		
E7DXB6	50.0	50.0		
D6QST5	50.0	50.0		
P42254	50.0	50.0		
A0A1Q2U2H0	50.0	50.0		
A3DEX4	50.0	50.0		
P94531	50.0	50.0		
A0A0A0R2Z1	50.0	50.0		
B5MGR1	50.0	50.0		
A0A401ETL2	50.0	50.0		
C3W4Y2	50.0	50.0		
Q6V0J1	30.0	30.0		
P17119	25.0	25.0		
Q12463	30.0	30.0		
P51649	37.0	37.0		
Q97XS9	70.0	70.0		
Q9VBP6	22.0	22.0		
A2R4V5	30.0	35.0		
H2VFK0	35.0	35.0		
Q8KBL0	35.0	35.0		
Q6RET3	24.0	24.0		
A0A0S2SWE4	37.0	37.0		
A0A0S2SWE4	40.0	40.0		
A0A0S2SWE4	20.0	20.0		
Q5JCX3	85.0	85.0		
O74634	30.0	30.0		
Q9ZTS1	25.0	25.0		
P56192	37.0	37.0		
Q9UWU1	80.0	80.0		
Q9UWU1	70.0	70.0		
Q57764	70.0	70.0		
Q5JFI4	100.0	100.0		
Q5JFI4	70.0	90.0		
Q9SI64	37.0	37.0		
P22220	37.0	37.0		
A0A0H2ZHZ8	37.0	37.0		
P28629	37.0	37.0		
O23141	37.0	37.0		
P13254	37.0	37.0		
Q5MQ31	37.0	37.0		
Q9P9H4	15.0	15.0		
Q4KNC9	37.0	37.0		
Q59280	37.0	37.0		
P62058	37.0	37.0		
C1KGU6	30.0	30.0		
Q92MJ1	30.0	30.0		
B8YFX2	30.0	30.0		
B7XEJ1	37.0	37.0		
A0A3Q0KZS1	20.0	20.0		
Q92876	37.0	37.0		
Q3V5Q0	25.0	25.0		
P41238	45.0	45.0		
P41238	30.0	30.0		
Q06069	30.0	30.0		
P24158	37.0	37.0		
P24158	30.0	30.0		
P07059	30.0	37.0		
I7ASS7	30.0	30.0		
Q9UHK6	35.0	35.0		
Q9UHK6	37.0	37.0		
O06543	37.0	37.0		
C8CK10	30.0	30.0		
C8CK09	30.0	30.0		
O80840	30.0	30.0		
Q9KZL6	30.0	30.0		
C8CK06	37.0	37.0		
F4NCC2	37.0	37.0		
Q980S1	65.0	65.0		
P0AES0	37.0	37.0		
Q8VY26	25.0	25.0		
H2DH16	30.0	30.0		
Q3S9L6	37.0	37.0		
Q5D7Y1	37.0	37.0		
Q4W2K5	37.0	37.0		
Q4W2K4	25.0	25.0		
Q4W2K6	25.0	25.0		
Q3KN75	22.0	22.0		
Q5D7Y2	30.0	30.0		
Q84V83	30.0	30.0		
Q6NQ66	25.0	25.0		
O81030	25.0	25.0		
Q9LYD8	25.0	25.0		
O81030	40.0	40.0		
A0A140N3B4	25.0	25.0		
W6CX26	65.0	65.0		
W6CX26	55.0	55.0		
P09237	37.0	37.0		
P09237	25.0	25.0		
P09237	25.0	37.0		
P9WHU9	25.0	25.0		
P32264	30.0	30.0		
Q9NRA0	30.0	30.0		
Q9JIA7	30.0	30.0		
O88885	30.0	30.0		
Q9NYA1	30.0	30.0		
Q9NRA0	37.0	37.0		
Q9VZW0	37.0	37.0		
Q9VYY8	37.0	37.0		
Q8CI15	37.0	37.0		
Q9NYA1	37.0	37.0		
D1MW98	30.0	30.0		
Q80Y20	37.0	37.0		
Q96BT7	25.0	25.0		
A0QVM9	37.0	37.0		
A0QVM9	37.0	50.0		
Q6L285	63.0	63.0		
Q6L285	58.0	58.0		
Q1A7T0	30.0	30.0		
Q1A7S9	30.0	30.0		
O95749	37.0	37.0		
Q8II79	37.0	37.0		
Q548K3	37.0	37.0		
U3RD44	37.0	37.0		
O95749	23.0	23.0		
Q12051	25.0	25.0		
Q94IE9	20.0	30.0		
Q94IE8	20.0	30.0		
Q9YC66	60.0	60.0		
Q09328	37.0	37.0		
P97259	37.0	37.0		
Q08834	37.0	37.0		
Q09328	30.0	30.0		
Q608T2	60.0	60.0		
Q9CA90	30.0	30.0		
A0A0K0M737	55.0	55.0		
G0L5X4	37.0	40.0		
Q7Z0T2	37.0	37.0		
Q000P7	37.0	37.0		
C6GFH7	30.0	30.0		
A0A223GEG1	45.0	45.0		
A0A0B5GQL6	45.0	45.0		
C3VPJ1	65.0	65.0		
A7PQW3	40.0	40.0		
Q000P7	40.0	40.0		
Q9M563	40.0	40.0		
F6HLL8	40.0	40.0		
G1ED17	50.0	50.0		
G9M5R4	50.0	50.0		
C1IE32	50.0	50.0		
Q9L816	75.0	75.0		
Q59328	70.0	70.0		
Q8KRK5	55.0	55.0		
B0FZD9	35.0	35.0		
E0D7I2	50.0	50.0		
Q38882	30.0	30.0		
Q8VWE9	30.0	30.0		
Q53728	30.0	30.0		
P55939	30.0	30.0		
Q8W1B2	30.0	30.0		
O82549	30.0	30.0		
Q09VU3	30.0	30.0		
O14939	37.0	37.0		
Q5WR67	37.0	37.0		
Q13393	37.0	37.0		
B0FZD9	37.0	37.0		
Q5Z1T5	25.0	25.0		
Q8LB01	25.0	25.0		
Q9K1F1	25.0	25.0		
F6HB41	25.0	25.0		
D8R6G2	25.0	25.0		
Q3M723	30.0	30.0		
P0A9N4	30.0	30.0		
P0A9N4	25.0	25.0		
Q84FL5	50.0	50.0		
Q84FL5	25.0	25.0		
Q84FL5	31.0	31.0		
Q84FL5	22.0	22.0		
Q9KHJ9	45.0	45.0		
A0A0F7R1D9	28.0	28.0		
Q588Z1	37.0	37.0		
P48637	37.0	37.0		
Q8DXM9	30.0	30.0		
D4N891	30.0	30.0		
D7P1H2	30.0	30.0		
P73493	25.0	25.0		
P48637	25.0	25.0		
D4N892	40.0	40.0		
A6VQP8	40.0	40.0		
Q7XN11	30.0	30.0		
Q8NT48	30.0	30.0		
P46395	30.0	30.0		
P50554	22.0	22.0		
B1XNF8	22.0	22.0		
P73133	22.0	22.0		
J9XGP8	25.0	25.0		
J9XGZ5	25.0	25.0		
Q8NT35	25.0	25.0		
P0AD62	37.0	37.0		
Q27686	37.0	37.0		
A0A0H3JER5	37.0	37.0		
P9WKE5	37.0	37.0		
Q6GG09	37.0	37.0		
P14618	37.0	37.0		
Q9PU23	22.0	22.0		
Q9I8C5	22.0	22.0		
C4LXC4	22.0	22.0		
Q5CSM7	22.0	22.0		
P14618	23.0	23.0		
A1RX09	45.0	45.0		
P51182	50.0	50.0		
Q9FFP6	25.0	25.0		
P30615	25.0	25.0		
Q94KE3	25.0	25.0		
Q9FNN1	25.0	25.0		
Q9KQJ0	25.0	25.0		
G0UYF4	25.0	25.0		
Q9SJQ0	25.0	25.0		
Q9FM97	25.0	25.0		
Q9KUN0	25.0	25.0		
Q9JIF5	37.0	37.0		
P38501	25.0	25.0		
P72181	37.0	37.0		
D0RAY2	70.0	70.0		
Q9AGJ6	70.0	70.0		
P15169	37.0	37.0		
P61711	37.0	37.0		
Q57751	37.0	37.0		
Q9UUB1	37.0	37.0		
P60584	40.0	45.0		
A0A5K1QBJ4	25.0	25.0		
Q97QZ1	25.0	25.0		
Q54944	25.0	25.0		
Q5W251	30.0	30.0		
R4WHQ8	50.0	50.0		
B7GPC7	37.0	37.0		
Q8RG11	30.0	30.0		
C0LJH4	30.0	30.0		
A0A140N893	30.0	30.0		
Q9I530	30.0	30.0		
A0A0R1RJ30	40.0	40.0		
A0A0G2K1W9	25.0	25.0		
P26297	35.0	35.0		
F8RPR8	35.0	35.0		
B2B629	45.0	45.0		
B2AVF1	45.0	45.0		
A0A0H4K9X4	50.0	50.0		
A0A218MJF1	50.0	50.0		
A0A1C9CXI1	50.0	60.0		
A0A1C9CXI1	37.0	37.0		
A0A218MJF1	37.0	37.0		
A0A1C9CXI1	40.0	40.0		
A0A218MJF1	40.0	40.0		
Q92851	37.0	37.0		
T1RRM8	37.0	37.0		
Q3T6E2	28.0	28.0		
O95544	55.0	55.0		
A8B3D3	37.0	37.0		
Q9RM92	50.0	50.0		
P36924	25.0	25.0		
Q9FQ07	20.0	20.0		
P36924	37.0	37.0		
Q9LIR6	37.0	37.0		
P10538	37.0	37.0		
Q9FQ07	40.0	40.0		
P16098	40.0	40.0		
P06547	40.0	40.0		
A0A0U4KTC9	85.0	85.0		
V9LTL9	30.0	30.0		
B9WZX7	37.0	37.0		
P22088	37.0	37.0		
Q7LST4	37.0	37.0		
Q84EK3	37.0	37.0		
F6LQK7	37.0	37.0		
Q2QFX1	37.0	37.0		
P77909	37.0	37.0		
Q0QJZ3	37.0	37.0		
P61872	37.0	37.0		
Q5GMI6	30.0	30.0		
Q9RBY1	30.0	30.0		
Q2KTB5	30.0	30.0		
Q5VKJ7	30.0	30.0		
A8QYB2	30.0	30.0		
Q9S2A5	20.0	30.0		
Q8NIN8	28.0	28.0		
Q3HRV6	40.0	40.0		
Q3T5M2	40.0	40.0		
I0CKV3	40.0	40.0		
I0CKV2	40.0	40.0		
A9QXC9	40.0	40.0		
P20261	40.0	40.0		
P19515	40.0	40.0		
Q0MVP3	25.0	40.0		
Q93J06	45.0	55.0		
Q8RJP5	45.0	45.0		
A0A0F7KL65	45.0	45.0		
F6LQK7	45.0	45.0		
A0A2D3HJ61	45.0	45.0		
F6LQK7	50.0	50.0		
Q8NIN8	50.0	50.0		
Q9F0L9	50.0	50.0		
B6VGJ3	50.0	50.0		
Q7LST4	55.0	55.0		
A0A2D3HJ61	55.0	55.0		
Q9L514	20.0	20.0		
F6LQK7	60.0	60.0		
A0A2D3HJ61	60.0	60.0		
P27514	30.0	30.0		
P25360	30.0	30.0		
P39535	30.0	30.0		
P25297	30.0	30.0		
O82390	25.0	25.0		
Q3BS03	30.0	30.0		
O00767	37.0	37.0		
Q6P7B9	30.0	30.0		
P07308	30.0	30.0		
P9WJJ7	60.0	60.0		
P0AB91	37.0	37.0		
Q9K169	30.0	30.0		
P0AB91	25.0	25.0		
Q9K169	25.0	25.0		
Q8U0A9	60.0	60.0		
Q9YEJ7	95.0	95.0		
Q9LY23	37.0	37.0		
Q9FLT2	37.0	37.0		
Q8NFU5	37.0	37.0		
Q8NFU5	30.0	30.0		
Q93AL9	20.0	20.0		
Q93AL8	20.0	20.0		
P43127	23.0	23.0		
F7J1C8	45.0	45.0		
F7J1C8	50.0	50.0		
A9ZPD1	30.0	30.0		
P16954	30.0	30.0		
A4UU34	30.0	30.0		
A4UU36	30.0	30.0		
Q01401	30.0	30.0		
A4UU35	30.0	30.0		
Q93HU3	30.0	30.0		
Q4VUI1	30.0	30.0		
O24421	30.0	30.0		
P9WN45	30.0	30.0		
Q6H6P8	30.0	30.0		
Q40733	30.0	30.0		
P07762	30.0	30.0		
Q3BJY5	50.0	50.0		
Q01401	25.0	25.0		
Q8DT52	37.0	37.0		
Q5JDJ7	70.0	70.0		
O50094	60.0	60.0		
O50094	60.0	60.0		
A0A068F9H3	60.0	60.0		
B9MPC3	60.0	60.0		
Q95VY4	60.0	60.0		
P05202	60.0	60.0		
Q8N5Z0	50.0	50.0		
Q9WVM8	59.0	59.0		
Q8BTY1	60.0	70.0		
A0A0M5MSC0	37.0	37.0		
Q5R082	40.0	40.0		
A3R0T9	37.0	37.0		
Q60176	45.0	45.0		
Q60176	80.0	80.0		
Q60176	70.0	70.0		
P27306	35.0	35.0		
P53555	37.0	37.0		
O14974	25.0	25.0		
O14974	20.0	20.0		
O30640	37.0	37.0		
P9WG59	25.0	25.0		
A0LST6	25.0	25.0		
Q9ZBU1	25.0	25.0		
P00861	37.0	37.0		
Q9KVL7	37.0	37.0		
A0A1S0QVH4	37.0	37.0		
P9WIU7	37.0	37.0		
I4DST8	22.0	22.0		
I4DST8	35.0	45.0		
P11444	25.0	25.0		
A0A146F0J0	55.0	55.0		
O28028	50.0	50.0		
P9WP79	37.0	37.0		
P00936	45.0	45.0		
P0DKX7	30.0	30.0		
Q8I7A1	30.0	30.0		
P00936	47.0	47.0		
Q59119	65.0	65.0		
P94181	40.0	40.0		
Q96PN6	37.0	37.0		
Q5UFR5	37.0	37.0		
P84309	37.0	37.0		
Q80TL1	37.0	37.0		
P71079	25.0	25.0		
P20689	30.0	30.0		
P11799	30.0	30.0		
P25323	30.0	30.0		
P11799	25.0	25.0		
Q15746	25.0	25.0		
P25323	22.0	22.0		
P18666	22.0	24.0		
O02827	37.0	37.0		
P14941	50.0	50.0		
D3FSP2	40.0	40.0		
Q08352	30.0	30.0		
O52942	30.0	30.0		
Q08352	25.0	25.0		
Q08352	37.0	37.0		
A0QVQ8	37.0	37.0		
Q08352	42.0	42.0		
Q9AIK2	50.0	55.0		
Q9AIK2	55.0	60.0		
A0A3D8J648	55.0	55.0		
B0M3E8	15.0	15.0		
A0A168GPR3	30.0	30.0		
B0M3E8	30.0	30.0		
A0A168GPQ3	30.0	30.0		
Q92WA3	37.0	37.0		
Q8LDN8	25.0	25.0		
Q9C7W7	25.0	25.0		
Q42605	25.0	25.0		
Q9SN58	25.0	25.0		
Q8BGL3	37.0	37.0		
B8BQQ3	25.0	25.0		
P74941	60.0	60.0		
A7TRK4	30.0	30.0		
G8BWM7	30.0	30.0		
A7TPK2	30.0	30.0		
P40825	30.0	30.0		
G8C0Z7	30.0	30.0		
P00957	37.0	37.0		
A9YZX5	30.0	30.0		
A9YZY0	30.0	30.0		
E2JA32	22.0	22.0		
Q2UP30	50.0	70.0		
P46076	50.0	60.0		
A0A0G2QUN1	75.0	75.0		
Q47RL1	40.0	45.0		
Q9UWR7	85.0	85.0		
A4XGP2	50.0	50.0		
I3RFR4	90.0	90.0		
P77154	30.0	30.0		
Q9LR75	30.0	30.0		
P36551	37.0	37.0		
Q6L1T2	70.0	70.0		
P00962	22.0	22.0		
P56926	37.0	37.0		
P47897	37.0	37.0		
A0A125YXL3	37.0	37.0		
P00962	37.0	37.0		
Q9SIE1	25.0	25.0		
Q02635	30.0	30.0		
Q56232	30.0	30.0		
P16027	25.0	25.0		
P14775	25.0	25.0		
P16027	20.0	20.0		
P14775	20.0	20.0		
A3FJ51	30.0	30.0		
A3FJ49	30.0	30.0		
Q9A9Z2	30.0	30.0		
Q96DE0	37.0	37.0		
Q8IU60	37.0	37.0		
Q6TEC1	37.0	37.0		
Q8IU60	30.0	30.0		
Q2K340	30.0	30.0		
Q2K340	25.0	25.0		
A2A1A1	30.0	30.0		
P13280	30.0	30.0		
O15488	30.0	30.0		
P46976	30.0	30.0		
A0A2Z5U421	25.0	25.0		
A0A2Z5U248	25.0	25.0		
A0A069AW73	25.0	25.0		
A7LCL1	25.0	40.0		
A7LCL0	25.0	40.0		
A7LCL1	40.0	40.0		
Q9LAG3	50.0	50.0		
Q8GU20	30.0	30.0		
Q8GU20	50.0	50.0		
Q07296	25.0	25.0		
Q81ZH5	25.0	25.0		
E5RSM0	45.0	45.0		
Q4WBS1	45.0	45.0		
