accession	tempOptimMin	tempOptimMax	tempMin	tempMax	path
P0A6L2	30.0	30.0			PH/833/83333-0/AF-P0A6L2-F1-model_v3.json.gz
P0A6L4	37.0	37.0			PH/833/83333-0/AF-P0A6L4-F1-model_v3.json.gz
P0A6M4	28.0	28.0			PH/833/83333-0/AF-P0A6M4-F1-model_v3.json.gz
P0A6M8	37.0	37.0			PH/833/83333-0/AF-P0A6M8-F1-model_v3.json.gz
P0A6R0	30.0	30.0			PH/833/83333-0/AF-P0A6R0-F1-model_v3.json.gz
P0A6R0	37.0	37.0			PH/833/83333-0/AF-P0A6R0-F1-model_v3.json.gz
P0A6R0	37.0	37.0			PH/833/83333-0/AF-P0A6R0-F1-model_v3.json.gz
P0A6S7	23.0	23.0			PH/833/83333-0/AF-P0A6S7-F1-model_v3.json.gz
P0A6U5	37.0	37.0			PH/833/83333-0/AF-P0A6U5-F1-model_v3.json.gz
P0A6W9	37.0	37.0			PH/833/83333-0/AF-P0A6W9-F1-model_v3.json.gz
P0A705	25.0	25.0			PH/833/83333-0/AF-P0A705-F1-model_v3.json.gz
P0A705	17.0	17.0			PH/833/83333-0/AF-P0A705-F1-model_v3.json.gz
P0A722	30.0	30.0			PH/833/83333-0/AF-P0A722-F1-model_v3.json.gz
P0A746	37.0	37.0			PH/833/83333-0/AF-P0A746-F1-model_v3.json.gz
P0A759	37.0	37.0			PH/833/83333-0/AF-P0A759-F1-model_v3.json.gz
P0A759	30.0	30.0			PH/833/83333-0/AF-P0A759-F1-model_v3.json.gz
P0A776	37.0	37.0			PH/833/83333-0/AF-P0A776-F1-model_v3.json.gz
P0A784	37.0	37.0			PH/833/83333-0/AF-P0A784-F1-model_v3.json.gz
P0A786	25.0	25.0			PH/833/83333-0/AF-P0A786-F1-model_v3.json.gz
P0A786	37.0	37.0			PH/833/83333-0/AF-P0A786-F1-model_v3.json.gz
P0A790	37.0	37.0			PH/833/83333-0/AF-P0A790-F1-model_v3.json.gz
P0A7A9	37.0	37.0			PH/833/83333-0/AF-P0A7A9-F1-model_v3.json.gz
P0A7A9	25.0	25.0			PH/833/83333-0/AF-P0A7A9-F1-model_v3.json.gz
P0A7E5	37.0	37.0			PH/833/83333-0/AF-P0A7E5-F1-model_v3.json.gz
P0A7E9	30.0	30.0			PH/833/83333-0/AF-P0A7E9-F1-model_v3.json.gz
P0A7J0	37.0	37.0			PH/833/83333-0/AF-P0A7J0-F1-model_v3.json.gz
P0A7Y0	37.0	37.0			PH/833/83333-0/AF-P0A7Y0-F1-model_v3.json.gz
P0A7Y4	30.0	30.0			PH/833/83333-0/AF-P0A7Y4-F1-model_v3.json.gz
P0A814	65.0	65.0	37.0	65.0	PH/833/83333-0/AF-P0A814-F1-model_v3.json.gz
P0A825	20.0	20.0			PH/833/83333-0/AF-P0A825-F1-model_v3.json.gz
P0A836	30.0	30.0			PH/833/83333-0/AF-P0A836-F1-model_v3.json.gz
P0A853	22.0	22.0			PH/833/83333-0/AF-P0A853-F1-model_v3.json.gz
P0A853	25.0	25.0			PH/833/83333-0/AF-P0A853-F1-model_v3.json.gz
P0A870	30.0	30.0			PH/833/83333-0/AF-P0A870-F1-model_v3.json.gz
P0A873	30.0	43.0			PH/833/83333-0/AF-P0A873-F1-model_v3.json.gz
P0A873	37.0	37.0			PH/833/83333-0/AF-P0A873-F1-model_v3.json.gz
P0A8I8	37.0	37.0			PH/833/83333-0/AF-P0A8I8-F1-model_v3.json.gz
P0A8M3	37.0	37.0			PH/833/83333-0/AF-P0A8M3-F1-model_v3.json.gz
P0A8M3	30.0	30.0			PH/833/83333-0/AF-P0A8M3-F1-model_v3.json.gz
P0A8N5	37.0	37.0			PH/833/83333-0/AF-P0A8N5-F1-model_v3.json.gz
P0A8P1	37.0	37.0			PH/833/83333-0/AF-P0A8P1-F1-model_v3.json.gz
P0A8Z0	25.0	25.0			PH/833/83333-0/AF-P0A8Z0-F1-model_v3.json.gz
P0A9B2	55.0	55.0	45.0	60.0	PH/833/83333-0/AF-P0A9B2-F1-model_v3.json.gz
P0A9C9	37.0	37.0			PH/833/83333-0/AF-P0A9C9-F1-model_v3.json.gz
P0A9H3	37.0	37.0	20.0	70.0	PH/833/83333-0/AF-P0A9H3-F1-model_v3.json.gz
P0A9H3	60.0	60.0	20.0	70.0	PH/833/83333-0/AF-P0A9H3-F1-model_v3.json.gz
P0A9H3	37.0	50.0	20.0	70.0	PH/833/83333-0/AF-P0A9H3-F1-model_v3.json.gz
P0A9H3	55.0	55.0	20.0	70.0	PH/833/83333-0/AF-P0A9H3-F1-model_v3.json.gz
P0A9H3	50.0	50.0	20.0	70.0	PH/833/83333-0/AF-P0A9H3-F1-model_v3.json.gz
P0A9J4	27.0	27.0			PH/833/83333-0/AF-P0A9J4-F1-model_v3.json.gz
P0A9J8	37.0	37.0			PH/833/83333-0/AF-P0A9J8-F1-model_v3.json.gz
P0A9M0	37.0	37.0			PH/833/83333-0/AF-P0A9M0-F1-model_v3.json.gz
P0A9N4	30.0	30.0			PH/833/83333-0/AF-P0A9N4-F1-model_v3.json.gz
P0A9N4	25.0	25.0			PH/833/83333-0/AF-P0A9N4-F1-model_v3.json.gz
P0A9Q9	30.0	30.0			PH/833/83333-0/AF-P0A9Q9-F1-model_v3.json.gz
P0A9T0	25.0	25.0			PH/833/83333-0/AF-P0A9T0-F1-model_v3.json.gz
P0AA37	37.0	37.0			PH/833/83333-0/AF-P0AA37-F1-model_v3.json.gz
P0AA37	37.0	37.0			PH/833/83333-0/AF-P0AA37-F1-model_v3.json.gz
P0AA43	37.0	37.0			PH/833/83333-0/AF-P0AA43-F1-model_v3.json.gz
P0AA89	30.0	30.0			PH/833/83333-0/AF-P0AA89-F1-model_v3.json.gz
P0AA89	24.0	24.0			PH/833/83333-0/AF-P0AA89-F1-model_v3.json.gz
P0AB80	30.0	30.0			PH/833/83333-0/AF-P0AB80-F1-model_v3.json.gz
P0AB80	25.0	25.0			PH/833/83333-0/AF-P0AB80-F1-model_v3.json.gz
P0AB83	25.0	25.0			PH/833/83333-0/AF-P0AB83-F1-model_v3.json.gz
P0AB85	37.0	37.0			PH/833/83333-0/AF-P0AB85-F1-model_v3.json.gz
P0AB85	37.0	37.0			PH/833/83333-0/AF-P0AB85-F1-model_v3.json.gz
P0AB85	30.0	30.0			PH/833/83333-0/AF-P0AB85-F1-model_v3.json.gz
P0AB89	25.0	25.0			PH/833/83333-0/AF-P0AB89-F1-model_v3.json.gz
P0AB91	37.0	37.0			PH/833/83333-0/AF-P0AB91-F1-model_v3.json.gz
P0AB91	25.0	25.0			PH/833/83333-0/AF-P0AB91-F1-model_v3.json.gz
P0ABK9	25.0	25.0			PH/833/83333-0/AF-P0ABK9-F1-model_v3.json.gz
P0ABN1	30.0	30.0			PH/833/83333-0/AF-P0ABN1-F1-model_v3.json.gz
P0ABP8	25.0	25.0			PH/833/83333-0/AF-P0ABP8-F1-model_v3.json.gz
P0ABP8	10.0	25.0			PH/833/83333-0/AF-P0ABP8-F1-model_v3.json.gz
P0ABQ4	37.0	37.0			PH/833/83333-0/AF-P0ABQ4-F1-model_v3.json.gz
P0ABQ4	22.0	22.0			PH/833/83333-0/AF-P0ABQ4-F1-model_v3.json.gz
P0ABQ4	25.0	25.0			PH/833/83333-0/AF-P0ABQ4-F1-model_v3.json.gz
P0ABS5	20.0	20.0	20.0	20.0	PH/833/83333-0/AF-P0ABS5-F1-model_v3.json.gz
P0ABS5	30.0	37.0	20.0	20.0	PH/833/83333-0/AF-P0ABS5-F1-model_v3.json.gz
P0AC13	37.0	37.0			PH/833/83333-0/AF-P0AC13-F1-model_v3.json.gz
P0AC19	50.0	50.0			PH/833/83333-0/AF-P0AC19-F1-model_v3.json.gz
P0AC33	37.0	37.0			PH/833/83333-0/AF-P0AC33-F1-model_v3.json.gz
P0AC33	37.0	37.0			PH/833/83333-0/AF-P0AC33-F1-model_v3.json.gz
P0AC78	37.0	37.0			PH/833/83333-0/AF-P0AC78-F1-model_v3.json.gz
P0AC78	37.0	37.0			PH/833/83333-0/AF-P0AC78-F1-model_v3.json.gz
P0ACC7	30.0	30.0	65.0	65.0	PH/833/83333-0/AF-P0ACC7-F1-model_v3.json.gz
P0ACC7	37.0	37.0	65.0	65.0	PH/833/83333-0/AF-P0ACC7-F1-model_v3.json.gz
P0ACC7	37.0	37.0	65.0	65.0	PH/833/83333-0/AF-P0ACC7-F1-model_v3.json.gz
P0ACC7	30.0	30.0	65.0	65.0	PH/833/83333-0/AF-P0ACC7-F1-model_v3.json.gz
P0ACV0	30.0	30.0			PH/833/83333-0/AF-P0ACV0-F1-model_v3.json.gz
P0ACV2	12.0	12.0			PH/833/83333-0/AF-P0ACV2-F1-model_v3.json.gz
P0AD57	25.0	25.0			PH/833/83333-0/AF-P0AD57-F1-model_v3.json.gz
P0ADR6	37.0	37.0			PH/833/83333-0/AF-P0ADR6-F1-model_v3.json.gz
P0ADV1	37.0	37.0			PH/833/83333-0/AF-P0ADV1-F1-model_v3.json.gz
P0AE01	37.0	37.0			PH/833/83333-0/AF-P0AE01-F1-model_v3.json.gz
P0AE08	25.0	25.0			PH/833/83333-0/AF-P0AE08-F1-model_v3.json.gz
P0AE22	37.0	37.0			PH/833/83333-0/AF-P0AE22-F1-model_v3.json.gz
P0AEK4	25.0	25.0			PH/833/83333-0/AF-P0AEK4-F1-model_v3.json.gz
P0AEK4	22.0	22.0			PH/833/83333-0/AF-P0AEK4-F1-model_v3.json.gz
P0AES0	37.0	37.0			PH/833/83333-0/AF-P0AES0-F1-model_v3.json.gz
P0AES0	37.0	37.0			PH/833/83333-0/AF-P0AES0-F1-model_v3.json.gz
P0AEW6	38.0	38.0			PH/833/83333-0/AF-P0AEW6-F1-model_v3.json.gz
P0AEW6	26.0	39.0			PH/833/83333-0/AF-P0AEW6-F1-model_v3.json.gz
P0AF18	30.0	30.0			PH/833/83333-0/AF-P0AF18-F1-model_v3.json.gz
P0AFC0	42.0	42.0			PH/833/83333-0/AF-P0AFC0-F1-model_v3.json.gz
P0AFC0	37.0	37.0			PH/833/83333-0/AF-P0AFC0-F1-model_v3.json.gz
P0AFL6	37.0	37.0			PH/833/83333-0/AF-P0AFL6-F1-model_v3.json.gz
P0AGE9	30.0	30.0			PH/833/83333-0/AF-P0AGE9-F1-model_v3.json.gz
P0AGG2	25.0	25.0			PH/833/83333-0/AF-P0AGG2-F1-model_v3.json.gz
P0AGG2	25.0	25.0			PH/833/83333-0/AF-P0AGG2-F1-model_v3.json.gz
P0AGJ7	37.0	37.0			PH/833/83333-0/AF-P0AGJ7-F1-model_v3.json.gz
P0AGJ9	37.0	37.0			PH/833/83333-0/AF-P0AGJ9-F1-model_v3.json.gz
P0AGL7	37.0	37.0			PH/833/83333-0/AF-P0AGL7-F1-model_v3.json.gz
P0C037	25.0	25.0			PH/833/83333-0/AF-P0C037-F1-model_v3.json.gz
P0C037	30.0	30.0			PH/833/83333-0/AF-P0C037-F1-model_v3.json.gz
P0C037	25.0	25.0			PH/833/83333-0/AF-P0C037-F1-model_v3.json.gz
P10378	37.0	37.0			PH/833/83333-0/AF-P10378-F1-model_v3.json.gz
P10378	25.0	25.0			PH/833/83333-0/AF-P10378-F1-model_v3.json.gz
P10408	37.0	37.0			PH/833/83333-0/AF-P10408-F1-model_v3.json.gz
P10408	30.0	30.0			PH/833/83333-0/AF-P10408-F1-model_v3.json.gz
P10442	45.0	45.0	15.0	60.0	PH/833/83333-0/AF-P10442-F1-model_v3.json.gz
P11349	25.0	25.0			PH/833/83333-0/AF-P11349-F1-model_v3.json.gz
P11350	25.0	25.0			PH/833/83333-0/AF-P11350-F1-model_v3.json.gz
P11458	37.0	37.0			PH/833/83333-0/AF-P11458-F1-model_v3.json.gz
P12282	22.0	22.0			PH/833/83333-0/AF-P12282-F1-model_v3.json.gz
P13001	37.0	37.0			PH/833/83333-0/AF-P13001-F1-model_v3.json.gz
P14407	0.09437	0.09437			PH/833/83333-0/AF-P14407-F1-model_v3.json.gz
P14407	37.0	37.0			PH/833/83333-0/AF-P14407-F1-model_v3.json.gz
P15043	29.0	29.0			PH/833/83333-0/AF-P15043-F1-model_v3.json.gz
P15640			18.0	18.0	PH/833/83333-0/AF-P15640-F1-model_v3.json.gz
P15770	25.0	25.0			PH/833/83333-0/AF-P15770-F1-model_v3.json.gz
P15770	30.0	30.0			PH/833/83333-0/AF-P15770-F1-model_v3.json.gz
P17169	37.0	37.0			PH/833/83333-0/AF-P17169-F1-model_v3.json.gz
P17411	34.0	38.0			PH/833/83333-0/AF-P17411-F1-model_v3.json.gz
P17443	37.0	37.0			PH/833/83333-0/AF-P17443-F1-model_v3.json.gz
P17888	37.0	37.0			PH/833/83333-0/AF-P17888-F1-model_v3.json.gz
P17888	25.0	25.0			PH/833/83333-0/AF-P17888-F1-model_v3.json.gz
P18956	37.0	37.0	20.0	50.0	PH/833/83333-0/AF-P18956-F1-model_v3.json.gz
P21170	50.0	50.0	30.0	70.0	PH/833/83333-0/AF-P21170-F1-model_v3.json.gz
P21437	37.0	37.0			PH/833/83333-0/AF-P21437-F1-model_v3.json.gz
P21513	37.0	37.0			PH/833/83333-0/AF-P21513-F1-model_v3.json.gz
P21693	22.0	22.0			PH/833/83333-0/AF-P21693-F1-model_v3.json.gz
P21888	37.0	37.0			PH/833/83333-0/AF-P21888-F1-model_v3.json.gz
P23721	30.0	30.0			PH/833/83333-0/AF-P23721-F1-model_v3.json.gz
P23830	35.0	35.0			PH/833/83333-0/AF-P23830-F1-model_v3.json.gz
P23882	37.0	37.0			PH/833/83333-0/AF-P23882-F1-model_v3.json.gz
P23883	37.0	37.0	20.0	50.0	PH/833/83333-0/AF-P23883-F1-model_v3.json.gz
P23930	25.0	25.0			PH/833/83333-0/AF-P23930-F1-model_v3.json.gz
P23930	37.0	37.0			PH/833/83333-0/AF-P23930-F1-model_v3.json.gz
P24171	37.0	37.0			PH/833/83333-0/AF-P24171-F1-model_v3.json.gz
P24186	30.0	30.0			PH/833/83333-0/AF-P24186-F1-model_v3.json.gz
P24205	30.0	30.0			PH/833/83333-0/AF-P24205-F1-model_v3.json.gz
P24215	37.0	37.0			PH/833/83333-0/AF-P24215-F1-model_v3.json.gz
P24228	37.0	37.0			PH/833/83333-0/AF-P24228-F1-model_v3.json.gz
P24555	20.0	20.0			PH/833/83333-0/AF-P24555-F1-model_v3.json.gz
P25397	37.0	37.0			PH/833/83333-0/AF-P25397-F1-model_v3.json.gz
P25524	37.0	37.0			PH/833/83333-0/AF-P25524-F1-model_v3.json.gz
P25526	22.0	22.0			PH/833/83333-0/AF-P25526-F1-model_v3.json.gz
P25539	37.0	37.0			PH/833/83333-0/AF-P25539-F1-model_v3.json.gz
P25539	37.0	37.0			PH/833/83333-0/AF-P25539-F1-model_v3.json.gz
P25553	45.0	45.0			PH/833/83333-0/AF-P25553-F1-model_v3.json.gz
P25553	40.0	40.0			PH/833/83333-0/AF-P25553-F1-model_v3.json.gz
P25553	15.0	15.0			PH/833/83333-0/AF-P25553-F1-model_v3.json.gz
P26281	23.0	23.0			PH/833/83333-0/AF-P26281-F1-model_v3.json.gz
P26616	37.0	37.0			PH/833/83333-0/AF-P26616-F1-model_v3.json.gz
P26646	30.0	30.0			PH/833/83333-0/AF-P26646-F1-model_v3.json.gz
P27306	35.0	35.0			PH/833/83333-0/AF-P27306-F1-model_v3.json.gz
P27833	37.0	37.0	20.0	45.0	PH/833/83333-0/AF-P27833-F1-model_v3.json.gz
P28248	37.0	37.0			PH/833/83333-0/AF-P28248-F1-model_v3.json.gz
P28629	37.0	37.0			PH/833/83333-0/AF-P28629-F1-model_v3.json.gz
P29208	25.0	25.0			PH/833/83333-0/AF-P29208-F1-model_v3.json.gz
P30749	22.0	22.0			PH/833/83333-0/AF-P30749-F1-model_v3.json.gz
P30850	30.0	30.0			PH/833/83333-0/AF-P30850-F1-model_v3.json.gz
P30850	37.0	37.0			PH/833/83333-0/AF-P30850-F1-model_v3.json.gz
P31434	50.0	50.0			PH/833/83333-0/AF-P31434-F1-model_v3.json.gz
P31434	37.0	37.0			PH/833/83333-0/AF-P31434-F1-model_v3.json.gz
P31658	22.0	22.0	10.0	50.0	PH/833/83333-0/AF-P31658-F1-model_v3.json.gz
P31658	37.0	37.0	10.0	50.0	PH/833/83333-0/AF-P31658-F1-model_v3.json.gz
P31658	35.0	40.0	10.0	50.0	PH/833/83333-0/AF-P31658-F1-model_v3.json.gz
P33022	35.0	35.0			PH/833/83333-0/AF-P33022-F1-model_v3.json.gz
P33025	30.0	30.0			PH/833/83333-0/AF-P33025-F1-model_v3.json.gz
P33221	37.0	37.0			PH/833/83333-0/AF-P33221-F1-model_v3.json.gz
P33221	25.0	25.0			PH/833/83333-0/AF-P33221-F1-model_v3.json.gz
P33643	37.0	37.0			PH/833/83333-0/AF-P33643-F1-model_v3.json.gz
P34210	37.0	37.0			PH/833/83333-0/AF-P34210-F1-model_v3.json.gz
P35340	25.0	25.0			PH/833/83333-0/AF-P35340-F1-model_v3.json.gz
P36649	75.0	75.0			PH/833/83333-0/AF-P36649-F1-model_v3.json.gz
P36649	75.0	75.0			PH/833/83333-0/AF-P36649-F1-model_v3.json.gz
P36649	23.0	23.0			PH/833/83333-0/AF-P36649-F1-model_v3.json.gz
P36649	23.0	23.0			PH/833/83333-0/AF-P36649-F1-model_v3.json.gz
P36667	37.0	37.0			PH/833/83333-0/AF-P36667-F1-model_v3.json.gz
P36929	37.0	37.0			PH/833/83333-0/AF-P36929-F1-model_v3.json.gz
P36979	37.0	37.0			PH/833/83333-0/AF-P36979-F1-model_v3.json.gz
P36999	37.0	37.0			PH/833/83333-0/AF-P36999-F1-model_v3.json.gz
P37028	23.0	23.0			PH/833/83333-0/AF-P37028-F1-model_v3.json.gz
P37028	22.0	22.0			PH/833/83333-0/AF-P37028-F1-model_v3.json.gz
P37349	30.0	30.0			PH/833/83333-0/AF-P37349-F1-model_v3.json.gz
P37610	30.0	30.0			PH/833/83333-0/AF-P37610-F1-model_v3.json.gz
P37610	37.0	37.0			PH/833/83333-0/AF-P37610-F1-model_v3.json.gz
P37651	40.0	40.0			PH/833/83333-0/AF-P37651-F1-model_v3.json.gz
P37661	30.0	30.0			PH/833/83333-0/AF-P37661-F1-model_v3.json.gz
P37669	37.0	37.0			PH/833/83333-0/AF-P37669-F1-model_v3.json.gz
P37773	37.0	37.0			PH/833/83333-0/AF-P37773-F1-model_v3.json.gz
P37794	37.0	37.0			PH/833/83333-0/AF-P37794-F1-model_v3.json.gz
P39358	30.0	30.0	20.0	42.0	PH/833/83333-0/AF-P39358-F1-model_v3.json.gz
P39406	37.0	37.0			PH/833/83333-0/AF-P39406-F1-model_v3.json.gz
P39831	30.0	30.0			PH/833/83333-0/AF-P39831-F1-model_v3.json.gz
P41407	25.0	37.0			PH/833/83333-0/AF-P41407-F1-model_v3.json.gz
P41407	30.0	30.0			PH/833/83333-0/AF-P41407-F1-model_v3.json.gz
P41407	35.0	35.0			PH/833/83333-0/AF-P41407-F1-model_v3.json.gz
P42588	60.0	60.0	20.0	80.0	PH/833/83333-0/AF-P42588-F1-model_v3.json.gz
P43341	30.0	30.0			PH/833/83333-0/AF-P43341-F1-model_v3.json.gz
P45470	70.0	70.0	55.0	95.0	PH/833/83333-0/AF-P45470-F1-model_v3.json.gz
P45470	22.0	22.0	55.0	95.0	PH/833/83333-0/AF-P45470-F1-model_v3.json.gz
P45470	22.0	22.0	55.0	95.0	PH/833/83333-0/AF-P45470-F1-model_v3.json.gz
P45563	25.0	25.0			PH/833/83333-0/AF-P45563-F1-model_v3.json.gz
P45568	37.0	37.0	40.0	60.0	PH/833/83333-0/AF-P45568-F1-model_v3.json.gz
P45568	50.0	60.0	40.0	60.0	PH/833/83333-0/AF-P45568-F1-model_v3.json.gz
P45568	30.0	30.0	40.0	60.0	PH/833/83333-0/AF-P45568-F1-model_v3.json.gz
P50465	37.0	37.0			PH/833/83333-0/AF-P50465-F1-model_v3.json.gz
P51981	37.0	37.0			PH/833/83333-0/AF-P51981-F1-model_v3.json.gz
P52095	37.0	37.0			PH/833/83333-0/AF-P52095-F1-model_v3.json.gz
P52095	30.0	30.0			PH/833/83333-0/AF-P52095-F1-model_v3.json.gz
P52095	52.0	52.0			PH/833/83333-0/AF-P52095-F1-model_v3.json.gz
P55135	37.0	37.0			PH/833/83333-0/AF-P55135-F1-model_v3.json.gz
P60340	37.0	37.0			PH/833/83333-0/AF-P60340-F1-model_v3.json.gz
P60472	37.0	37.0			PH/833/83333-0/AF-P60472-F1-model_v3.json.gz
P60472	25.0	25.0			PH/833/83333-0/AF-P60472-F1-model_v3.json.gz
P60584	40.0	45.0			PH/833/83333-0/AF-P60584-F1-model_v3.json.gz
P60752	37.0	37.0			PH/833/83333-0/AF-P60752-F1-model_v3.json.gz
P60785	37.0	37.0			PH/833/83333-0/AF-P60785-F1-model_v3.json.gz
P61889	30.0	30.0			PH/833/83333-0/AF-P61889-F1-model_v3.json.gz
P62620	37.0	37.0			PH/833/83333-0/AF-P62620-F1-model_v3.json.gz
P66899	37.0	37.0			PH/833/83333-0/AF-P66899-F1-model_v3.json.gz
P68187	22.0	22.0			PH/833/83333-0/AF-P68187-F1-model_v3.json.gz
P68767	37.0	37.0			PH/833/83333-0/AF-P68767-F1-model_v3.json.gz
P69910	37.0	37.0	30.0	60.0	PH/833/83333-0/AF-P69910-F1-model_v3.json.gz
P69910	50.0	50.0	30.0	60.0	PH/833/83333-0/AF-P69910-F1-model_v3.json.gz
P75713	25.0	25.0			PH/833/83333-0/AF-P75713-F1-model_v3.json.gz
P75782	37.0	37.0			PH/833/83333-0/AF-P75782-F1-model_v3.json.gz
P75785	37.0	37.0			PH/833/83333-0/AF-P75785-F1-model_v3.json.gz
P75823	30.0	30.0			PH/833/83333-0/AF-P75823-F1-model_v3.json.gz
P75823	65.0	70.0			PH/833/83333-0/AF-P75823-F1-model_v3.json.gz
P75876	37.0	37.0			PH/833/83333-0/AF-P75876-F1-model_v3.json.gz
P75898	22.0	22.0			PH/833/83333-0/AF-P75898-F1-model_v3.json.gz
P75966	37.0	37.0			PH/833/83333-0/AF-P75966-F1-model_v3.json.gz
P76041	30.0	30.0			PH/833/83333-0/AF-P76041-F1-model_v3.json.gz
P76251	37.0	37.0			PH/833/83333-0/AF-P76251-F1-model_v3.json.gz
P76273	37.0	37.0			PH/833/83333-0/AF-P76273-F1-model_v3.json.gz
P76395	30.0	37.0			PH/833/83333-0/AF-P76395-F1-model_v3.json.gz
P76469	25.0	25.0			PH/833/83333-0/AF-P76469-F1-model_v3.json.gz
P76524	55.0	55.0			PH/833/83333-0/AF-P76524-F1-model_v3.json.gz
P76558	46.0	46.0	25.0	55.0	PH/833/83333-0/AF-P76558-F1-model_v3.json.gz
P77044	25.0	25.0			PH/833/83333-0/AF-P77044-F1-model_v3.json.gz
P77154	30.0	30.0			PH/833/83333-0/AF-P77154-F1-model_v3.json.gz
P77215	25.0	25.0			PH/833/83333-0/AF-P77215-F1-model_v3.json.gz
P77243	25.0	37.0			PH/833/83333-0/AF-P77243-F1-model_v3.json.gz
P77366	30.0	30.0			PH/833/83333-0/AF-P77366-F1-model_v3.json.gz
P77398	30.0	30.0			PH/833/83333-0/AF-P77398-F1-model_v3.json.gz
P77398	37.0	37.0			PH/833/83333-0/AF-P77398-F1-model_v3.json.gz
P77425	25.0	25.0			PH/833/83333-0/AF-P77425-F1-model_v3.json.gz
P77488	42.0	44.0			PH/833/83333-0/AF-P77488-F1-model_v3.json.gz
P77690	30.0	30.0			PH/833/83333-0/AF-P77690-F1-model_v3.json.gz
P80644	30.0	30.0			PH/833/83333-0/AF-P80644-F1-model_v3.json.gz
P80644	25.0	25.0			PH/833/83333-0/AF-P80644-F1-model_v3.json.gz
Q46799	65.0	65.0			PH/833/83333-0/AF-Q46799-F1-model_v3.json.gz
Q46800	65.0	65.0			PH/833/83333-0/AF-Q46800-F1-model_v3.json.gz
Q46893	37.0	37.0			PH/833/83333-0/AF-Q46893-F1-model_v3.json.gz
Q46893	30.0	30.0			PH/833/83333-0/AF-Q46893-F1-model_v3.json.gz
Q46920	37.0	37.0			PH/833/83333-0/AF-Q46920-F1-model_v3.json.gz
Q46948	22.0	22.0			PH/833/83333-0/AF-Q46948-F1-model_v3.json.gz
Q46948	22.0	22.0			PH/833/83333-0/AF-Q46948-F1-model_v3.json.gz
A0A0H3JER5	37.0	37.0			PH/833/83334-0/AF-A0A0H3JER5-F1-model_v3.json.gz
P0AD62	37.0	37.0			PH/833/83334-1/AF-P0AD62-F1-model_v3.json.gz
P58603	22.0	22.0			PH/833/83334-1/AF-P58603-F1-model_v3.json.gz
Q8X8S5	37.0	37.0			PH/833/83334-1/AF-Q8X8S5-F1-model_v3.json.gz
Q8VTA5	50.0	50.0			PH/833/83377-0/AF-Q8VTA5-F1-model_v3.json.gz
Q8VTA5	50.0	50.0			PH/833/83377-0/AF-Q8VTA5-F1-model_v3.json.gz
P29729	45.0	45.0			PH/835/83541-0/AF-P29729-F1-model_v3.json.gz
P29729	37.0	37.0			PH/835/83541-0/AF-P29729-F1-model_v3.json.gz
P29729	22.0	22.0			PH/835/83541-0/AF-P29729-F1-model_v3.json.gz
P29730	45.0	45.0			PH/835/83541-0/AF-P29730-F1-model_v3.json.gz
P29730	37.0	37.0			PH/835/83541-0/AF-P29730-F1-model_v3.json.gz
P29730	22.0	22.0			PH/835/83541-0/AF-P29730-F1-model_v3.json.gz
A0A1L1VVY8	37.0	37.0			PH/835/83542-0/AF-A0A1L1VVY8-F1-model_v3.json.gz
A2BD60	37.0	37.0			PH/835/8355-3/AF-A2BD60-F1-model_v3.json.gz
H7C831	37.0	37.0			PH/835/8355-4/AF-H7C831-F1-model_v3.json.gz
Q6TEC1	37.0	37.0			PH/835/8355-5/AF-Q6TEC1-F1-model_v3.json.gz
Q8AYR3	30.0	30.0			PH/835/8355-5/AF-Q8AYR3-F1-model_v3.json.gz
Q9W6S5	40.0	45.0			PH/835/8355-5/AF-Q9W6S5-F1-model_v3.json.gz
A0A0F7X030	37.0	37.0			PH/835/83558-0/AF-A0A0F7X030-F1-model_v3.json.gz
Q9Z7D3	37.0	37.0			PH/835/83558-0/AF-Q9Z7D3-F1-model_v3.json.gz
O66223	25.0	25.0			PH/837/837-0/AF-O66223-F1-model_v3.json.gz
P28784	37.0	37.0			PH/837/837-0/AF-P28784-F1-model_v3.json.gz
Q9FAF8	37.0	37.0			PH/837/837-0/AF-Q9FAF8-F1-model_v3.json.gz
Q2VPS0	90.0	90.0	70.0	100.0	PH/838/83868-0/AF-Q2VPS0-F1-model_v3.json.gz
Q2VPS1	90.0	90.0	80.0	100.0	PH/838/83868-0/AF-Q2VPS1-F1-model_v3.json.gz
A0A0P0YP15	50.0	50.0	45.0	60.0	PH/838/83875-0/AF-A0A0P0YP15-F1-model_v3.json.gz
S4VCH4	25.0	25.0			PH/838/83885-0/AF-S4VCH4-F1-model_v3.json.gz
S4VCH4	40.0	40.0			PH/838/83885-0/AF-S4VCH4-F1-model_v3.json.gz
A0A125R6G8	55.0	55.0	25.0	70.0	PH/839/839-0/AF-A0A125R6G8-F1-model_v3.json.gz
A0A125R6G8	55.0	55.0	25.0	70.0	PH/839/839-0/AF-A0A125R6G8-F1-model_v3.json.gz
A0A125R6G8	55.0	55.0	25.0	70.0	PH/839/839-0/AF-A0A125R6G8-F1-model_v3.json.gz
A0A125R6G8	55.0	55.0	25.0	70.0	PH/839/839-0/AF-A0A125R6G8-F1-model_v3.json.gz
B1NM15	30.0	30.0			PH/839/83960-0/AF-B1NM15-F1-model_v3.json.gz
B1NM16	30.0	30.0			PH/839/83960-0/AF-B1NM16-F1-model_v3.json.gz
