accession	tempOptimMin	tempOptimMax	tempMin	tempMax	path
P00507	37.0	37.0			PH/101/10116-2/AF-P00507-F1-model_v3.json.gz
P00787	25.0	25.0			PH/101/10116-2/AF-P00787-F1-model_v3.json.gz
P04176	25.0	25.0			PH/101/10116-2/AF-P04176-F1-model_v3.json.gz
P04797	37.0	37.0			PH/101/10116-2/AF-P04797-F1-model_v3.json.gz
P06762	37.0	37.0			PH/101/10116-2/AF-P06762-F1-model_v3.json.gz
P07308	30.0	30.0			PH/101/10116-2/AF-P07308-F1-model_v3.json.gz
P07335	37.0	37.0			PH/101/10116-2/AF-P07335-F1-model_v3.json.gz
P07861	37.0	37.0			PH/101/10116-2/AF-P07861-F1-model_v3.json.gz
P07872	25.0	25.0			PH/101/10116-2/AF-P07872-F1-model_v3.json.gz
P07943	30.0	30.0			PH/101/10116-2/AF-P07943-F1-model_v3.json.gz
P08413	30.0	30.0			PH/101/10116-2/AF-P08413-F1-model_v3.json.gz
P09057	37.0	37.0			PH/101/10116-2/AF-P09057-F1-model_v3.json.gz
P09812	30.0	30.0			PH/101/10116-2/AF-P09812-F1-model_v3.json.gz
P0C644	37.0	37.0			PH/101/10116-2/AF-P0C644-F1-model_v3.json.gz
P10687	37.0	37.0			PH/101/10116-2/AF-P10687-F1-model_v3.json.gz
P10719	27.0	27.0			PH/101/10116-2/AF-P10719-F1-model_v3.json.gz
P10860	30.0	30.0			PH/101/10116-2/AF-P10860-F1-model_v3.json.gz
P10959	37.0	37.0			PH/101/10116-2/AF-P10959-F1-model_v3.json.gz
P12007	37.0	37.0			PH/101/10116-2/AF-P12007-F1-model_v3.json.gz
P13635	37.0	37.0			PH/101/10116-2/AF-P13635-F1-model_v3.json.gz
P13721	37.0	37.0			PH/101/10116-2/AF-P13721-F1-model_v3.json.gz
P14925	37.0	37.0			PH/101/10116-2/AF-P14925-F1-model_v3.json.gz
P15651	37.0	37.0			PH/101/10116-2/AF-P15651-F1-model_v3.json.gz
P15684	37.0	37.0			PH/101/10116-2/AF-P15684-F1-model_v3.json.gz
P16303	37.0	37.0			PH/101/10116-2/AF-P16303-F1-model_v3.json.gz
P17988	37.0	37.0			PH/101/10116-2/AF-P17988-F1-model_v3.json.gz
P18266	30.0	30.0			PH/101/10116-2/AF-P18266-F1-model_v3.json.gz
P18297	37.0	37.0			PH/101/10116-2/AF-P18297-F1-model_v3.json.gz
P18666	22.0	24.0			PH/101/10116-2/AF-P18666-F1-model_v3.json.gz
P19139	30.0	30.0			PH/101/10116-2/AF-P19139-F1-model_v3.json.gz
P20689	30.0	30.0			PH/101/10116-2/AF-P20689-F1-model_v3.json.gz
P21396	37.0	37.0			PH/101/10116-2/AF-P21396-F1-model_v3.json.gz
P21396	25.0	25.0			PH/101/10116-2/AF-P21396-F1-model_v3.json.gz
P21575	37.0	37.0			PH/101/10116-2/AF-P21575-F1-model_v3.json.gz
P21643	37.0	37.0			PH/101/10116-2/AF-P21643-F1-model_v3.json.gz
P21816	20.0	20.0			PH/101/10116-2/AF-P21816-F1-model_v3.json.gz
P22985	37.0	37.0			PH/101/10116-2/AF-P22985-F1-model_v3.json.gz
P22985	25.0	25.0			PH/101/10116-2/AF-P22985-F1-model_v3.json.gz
P22985	25.0	25.0			PH/101/10116-2/AF-P22985-F1-model_v3.json.gz
P23457	25.0	25.0			PH/101/10116-2/AF-P23457-F1-model_v3.json.gz
P23457	37.0	37.0			PH/101/10116-2/AF-P23457-F1-model_v3.json.gz
P23457	37.0	37.0			PH/101/10116-2/AF-P23457-F1-model_v3.json.gz
P23457	37.0	37.0			PH/101/10116-2/AF-P23457-F1-model_v3.json.gz
P23711	37.0	37.0			PH/101/10116-2/AF-P23711-F1-model_v3.json.gz
P24155	37.0	37.0			PH/101/10116-2/AF-P24155-F1-model_v3.json.gz
P26817	30.0	30.0			PH/101/10116-2/AF-P26817-F1-model_v3.json.gz
P26819	30.0	30.0			PH/101/10116-2/AF-P26819-F1-model_v3.json.gz
P27213	37.0	37.0			PH/101/10116-2/AF-P27213-F1-model_v3.json.gz
P28826	37.0	37.0			PH/101/10116-2/AF-P28826-F1-model_v3.json.gz
P29476	37.0	37.0			PH/101/10116-2/AF-P29476-F1-model_v3.json.gz
P33436	37.0	37.0			PH/101/10116-2/AF-P33436-F1-model_v3.json.gz
P35571	37.0	37.0			PH/101/10116-2/AF-P35571-F1-model_v3.json.gz
P36370	37.0	37.0			PH/101/10116-2/AF-P36370-F1-model_v3.json.gz
P36372	37.0	37.0			PH/101/10116-2/AF-P36372-F1-model_v3.json.gz
P37136	37.0	37.0			PH/101/10116-2/AF-P37136-F1-model_v3.json.gz
P39052	37.0	37.0			PH/101/10116-2/AF-P39052-F1-model_v3.json.gz
P41562	22.0	22.0			PH/101/10116-2/AF-P41562-F1-model_v3.json.gz
P42676	37.0	37.0			PH/101/10116-2/AF-P42676-F1-model_v3.json.gz
P47820	37.0	37.0			PH/101/10116-2/AF-P47820-F1-model_v3.json.gz
P50123	37.0	37.0			PH/101/10116-2/AF-P50123-F1-model_v3.json.gz
P50554	22.0	22.0			PH/101/10116-2/AF-P50554-F1-model_v3.json.gz
P51635	37.0	37.0			PH/101/10116-2/AF-P51635-F1-model_v3.json.gz
P52847	37.0	37.0			PH/101/10116-2/AF-P52847-F1-model_v3.json.gz
P54001	37.0	37.0			PH/101/10116-2/AF-P54001-F1-model_v3.json.gz
P56558	20.0	20.0			PH/101/10116-2/AF-P56558-F1-model_v3.json.gz
P56574	40.0	40.0	25.0	50.0	PH/101/10116-2/AF-P56574-F1-model_v3.json.gz
P56574	40.0	40.0	35.0	70.0	PH/101/10116-2/AF-P56574-F1-model_v3.json.gz
P56574	50.0	50.0	25.0	50.0	PH/101/10116-2/AF-P56574-F1-model_v3.json.gz
P56574	50.0	50.0	35.0	70.0	PH/101/10116-2/AF-P56574-F1-model_v3.json.gz
P63086	30.0	30.0			PH/101/10116-2/AF-P63086-F1-model_v3.json.gz
P63086	25.0	25.0			PH/101/10116-2/AF-P63086-F1-model_v3.json.gz
P68403	30.0	30.0			PH/101/10116-2/AF-P68403-F1-model_v3.json.gz
P69478	37.0	37.0			PH/101/10116-2/AF-P69478-F1-model_v3.json.gz
P70500	30.0	30.0			PH/101/10116-2/AF-P70500-F1-model_v3.json.gz
P80299	37.0	37.0			PH/101/10116-2/AF-P80299-F1-model_v3.json.gz
P85968	25.0	25.0			PH/101/10116-2/AF-P85968-F1-model_v3.json.gz
P85973	30.0	30.0			PH/101/10116-2/AF-P85973-F1-model_v3.json.gz
P97612	37.0	37.0			PH/101/10116-2/AF-P97612-F1-model_v3.json.gz
P97612	22.0	22.0			PH/101/10116-2/AF-P97612-F1-model_v3.json.gz
P97612	25.0	25.0			PH/101/10116-2/AF-P97612-F1-model_v3.json.gz
P97629	37.0	37.0			PH/101/10116-2/AF-P97629-F1-model_v3.json.gz
P97687	37.0	37.0			PH/101/10116-2/AF-P97687-F1-model_v3.json.gz
P97687	25.0	25.0			PH/101/10116-2/AF-P97687-F1-model_v3.json.gz
P97687	37.0	37.0			PH/101/10116-2/AF-P97687-F1-model_v3.json.gz
Q02759	37.0	37.0			PH/101/10116-2/AF-Q02759-F1-model_v3.json.gz
Q08388	37.0	37.0			PH/101/10116-2/AF-Q08388-F1-model_v3.json.gz
Q08834	37.0	37.0			PH/101/10116-2/AF-Q08834-F1-model_v3.json.gz
Q08877	37.0	37.0			PH/101/10116-2/AF-Q08877-F1-model_v3.json.gz
Q10468	37.0	37.0			PH/101/10116-2/AF-Q10468-F1-model_v3.json.gz
Q10739	37.0	37.0			PH/101/10116-2/AF-Q10739-F1-model_v3.json.gz
Q29YR5	37.0	37.0			PH/101/10116-2/AF-Q29YR5-F1-model_v3.json.gz
Q499N4	37.0	37.0			PH/101/10116-2/AF-Q499N4-F1-model_v3.json.gz
Q564G3	43.0	43.0	27.0	47.0	PH/101/10116-2/AF-Q564G3-F1-model_v3.json.gz
Q5DRK1	37.0	37.0			PH/101/10116-2/AF-Q5DRK1-F1-model_v3.json.gz
Q5DRK1	37.0	37.0			PH/101/10116-2/AF-Q5DRK1-F1-model_v3.json.gz
Q5KTC7	37.0	37.0			PH/101/10116-2/AF-Q5KTC7-F1-model_v3.json.gz
Q63065	37.0	37.0			PH/101/10116-2/AF-Q63065-F1-model_v3.json.gz
Q63470	30.0	30.0			PH/101/10116-2/AF-Q63470-F1-model_v3.json.gz
Q63639	25.0	25.0			PH/101/10116-2/AF-Q63639-F1-model_v3.json.gz
Q64428	37.0	37.0			PH/101/10116-2/AF-Q64428-F1-model_v3.json.gz
Q64649	30.0	30.0			PH/101/10116-2/AF-Q64649-F1-model_v3.json.gz
Q68FP2	37.0	37.0			PH/101/10116-2/AF-Q68FP2-F1-model_v3.json.gz
Q68FP2	37.0	37.0			PH/101/10116-2/AF-Q68FP2-F1-model_v3.json.gz
Q68FP2	37.0	37.0			PH/101/10116-2/AF-Q68FP2-F1-model_v3.json.gz
Q6AYS7	37.0	37.0			PH/101/10116-3/AF-Q6AYS7-F1-model_v3.json.gz
Q6P7B9	30.0	30.0			PH/101/10116-3/AF-Q6P7B9-F1-model_v3.json.gz
Q6P7S1	37.0	37.0			PH/101/10116-3/AF-Q6P7S1-F1-model_v3.json.gz
Q6P7S1	37.0	37.0			PH/101/10116-3/AF-Q6P7S1-F1-model_v3.json.gz
Q6TEK4	37.0	37.0			PH/101/10116-3/AF-Q6TEK4-F1-model_v3.json.gz
Q6TEK4	25.0	25.0			PH/101/10116-3/AF-Q6TEK4-F1-model_v3.json.gz
Q769K2	37.0	37.0			PH/101/10116-3/AF-Q769K2-F1-model_v3.json.gz
Q76EQ0	37.0	37.0			PH/101/10116-3/AF-Q76EQ0-F1-model_v3.json.gz
Q7TNJ7	30.0	30.0			PH/101/10116-3/AF-Q7TNJ7-F1-model_v3.json.gz
Q7TP52	37.0	37.0			PH/101/10116-3/AF-Q7TP52-F1-model_v3.json.gz
Q7TQ90	25.0	25.0			PH/101/10116-3/AF-Q7TQ90-F1-model_v3.json.gz
Q80Z26	37.0	37.0			PH/101/10116-3/AF-Q80Z26-F1-model_v3.json.gz
Q80ZG2	30.0	30.0			PH/101/10116-3/AF-Q80ZG2-F1-model_v3.json.gz
Q811Q1	37.0	37.0			PH/101/10116-3/AF-Q811Q1-F1-model_v3.json.gz
Q8CH92	37.0	37.0			PH/101/10116-3/AF-Q8CH92-F1-model_v3.json.gz
Q8CH93	37.0	37.0			PH/101/10116-3/AF-Q8CH93-F1-model_v3.json.gz
Q8R431	25.0	25.0			PH/101/10116-3/AF-Q8R431-F1-model_v3.json.gz
Q8R431	37.0	37.0			PH/101/10116-3/AF-Q8R431-F1-model_v3.json.gz
Q8VHK0	37.0	37.0			PH/101/10116-3/AF-Q8VHK0-F1-model_v3.json.gz
Q8VHK0	37.0	37.0			PH/101/10116-3/AF-Q8VHK0-F1-model_v3.json.gz
Q8VHT6	37.0	37.0			PH/101/10116-3/AF-Q8VHT6-F1-model_v3.json.gz
Q91XT9	37.0	37.0			PH/101/10116-3/AF-Q91XT9-F1-model_v3.json.gz
Q920L2	22.0	22.0			PH/101/10116-3/AF-Q920L2-F1-model_v3.json.gz
Q920P0	25.0	25.0			PH/101/10116-3/AF-Q920P0-F1-model_v3.json.gz
Q924C3	37.0	37.0			PH/101/10116-3/AF-Q924C3-F1-model_v3.json.gz
Q925R7	37.0	37.0			PH/101/10116-3/AF-Q925R7-F1-model_v3.json.gz
Q9EQ76	37.0	37.0			PH/101/10116-3/AF-Q9EQ76-F1-model_v3.json.gz
Q9ERM3	25.0	25.0			PH/101/10116-3/AF-Q9ERM3-F1-model_v3.json.gz
Q9JJH5	37.0	37.0			PH/101/10116-3/AF-Q9JJH5-F1-model_v3.json.gz
Q9JKC1	25.0	25.0			PH/101/10116-3/AF-Q9JKC1-F1-model_v3.json.gz
Q9QXN4	37.0	37.0			PH/101/10116-3/AF-Q9QXN4-F1-model_v3.json.gz
Q9QYM2	30.0	30.0			PH/101/10116-3/AF-Q9QYM2-F1-model_v3.json.gz
Q9QZL2	37.0	37.0			PH/101/10116-3/AF-Q9QZL2-F1-model_v3.json.gz
Q9R0C5	37.0	37.0			PH/101/10116-3/AF-Q9R0C5-F1-model_v3.json.gz
Q9R0E0	37.0	37.0			PH/101/10116-3/AF-Q9R0E0-F1-model_v3.json.gz
X5DQW0	50.0	50.0			PH/101/101201-0/AF-X5DQW0-F1-model_v3.json.gz
X5DTB0	50.0	50.0			PH/101/101201-0/AF-X5DTB0-F1-model_v3.json.gz
A0A1D9J5F0	25.0	25.0			PH/101/101313-0/AF-A0A1D9J5F0-F1-model_v3.json.gz
A0A1D9J5H4	25.0	25.0			PH/101/101317-0/AF-A0A1D9J5H4-F1-model_v3.json.gz
A0A286XL02	22.0	22.0	4.0	37.0	PH/101/10141-0/AF-A0A286XL02-F1-model_v3.json.gz
H0VCJ6	37.0	37.0			PH/101/10141-1/AF-H0VCJ6-F1-model_v3.json.gz
H0VDG4	30.0	37.0			PH/101/10141-1/AF-H0VDG4-F1-model_v3.json.gz
H0VXN6	37.0	37.0			PH/101/10141-2/AF-H0VXN6-F1-model_v3.json.gz
H0VXN6	30.0	30.0			PH/101/10141-2/AF-H0VXN6-F1-model_v3.json.gz
O08841	37.0	37.0			PH/101/10141-2/AF-O08841-F1-model_v3.json.gz
Q920N9	25.0	25.0			PH/101/10141-2/AF-Q920N9-F1-model_v3.json.gz
Q9JIF5	37.0	37.0			PH/101/10141-2/AF-Q9JIF5-F1-model_v3.json.gz
Q0SH26	37.0	37.0			PH/101/101510-0/AF-Q0SH26-F1-model_v3.json.gz
Q0SH27	37.0	37.0			PH/101/101510-0/AF-Q0SH27-F1-model_v3.json.gz
Q0SJH2	40.0	40.0	25.0	60.0	PH/101/101510-0/AF-Q0SJH2-F1-model_v3.json.gz
Q9RB42	55.0	55.0			PH/101/101519-0/AF-Q9RB42-F1-model_v3.json.gz
B9X0I1	25.0	35.0			PH/102/102107-0/AF-B9X0I1-F1-model_v3.json.gz
B9X0I2	25.0	35.0			PH/102/102107-0/AF-B9X0I2-F1-model_v3.json.gz
O24721	40.0	40.0			PH/102/102632-0/AF-O24721-F1-model_v3.json.gz
Q79EM7	40.0	40.0			PH/102/102632-0/AF-Q79EM7-F1-model_v3.json.gz
Q79EM8	45.0	45.0			PH/102/102632-0/AF-Q79EM8-F1-model_v3.json.gz
A3FJ49	30.0	30.0			PH/102/1026882-0/AF-A3FJ49-F1-model_v3.json.gz
A3FJ51	30.0	30.0			PH/102/1026882-0/AF-A3FJ51-F1-model_v3.json.gz
G5DGA8	25.0	25.0			PH/102/102803-0/AF-G5DGA8-F1-model_v3.json.gz
A0A0H3FP92	37.0	37.0	20.0	50.0	PH/102/1028307-0/AF-A0A0H3FP92-F1-model_v3.json.gz
A0A0H3FP92	30.0	30.0	20.0	50.0	PH/102/1028307-0/AF-A0A0H3FP92-F1-model_v3.json.gz
A0A0H3FYM1	45.0	45.0	50.0	60.0	PH/102/1028307-0/AF-A0A0H3FYM1-F1-model_v3.json.gz
F6IXY6	35.0	40.0			PH/102/1028490-0/AF-F6IXY6-F1-model_v3.json.gz
A0A0E0UUX4	30.0	30.0			PH/103/1030009-0/AF-A0A0E0UUX4-F1-model_v3.json.gz
A0A0X1KHE6	40.0	40.0			PH/103/1031333-0/AF-A0A0X1KHE6-F1-model_v3.json.gz
G7X8S6	30.0	30.0			PH/103/1033177-0/AF-G7X8S6-F1-model_v3.json.gz
G7XTA8	30.0	30.0			PH/103/1033177-0/AF-G7XTA8-F1-model_v3.json.gz
P33557	45.0	45.0			PH/103/1033177-1/AF-P33557-F1-model_v3.json.gz
W8QG94	25.0	25.0			PH/103/103351-0/AF-W8QG94-F1-model_v3.json.gz
Q3ZPN4	20.0	22.0			PH/103/103355-0/AF-Q3ZPN4-F1-model_v3.json.gz
Q3ZPN4	20.0	22.0			PH/103/103355-0/AF-Q3ZPN4-F1-model_v3.json.gz
Q9SXL5	42.0	42.0			PH/103/103365-0/AF-Q9SXL5-F1-model_v3.json.gz
F6N111	45.0	45.0	15.0	70.0	PH/103/1033990-0/AF-F6N111-F1-model_v3.json.gz
A0A1L9P8I4	55.0	55.0	40.0	60.0	PH/103/1036611-0/AF-A0A1L9P8I4-F1-model_v3.json.gz
P28594	35.0	35.0			PH/103/103690-0/AF-P28594-F1-model_v3.json.gz
Q8YLF9	37.0	37.0			PH/103/103690-0/AF-Q8YLF9-F1-model_v3.json.gz
Q8YMZ9	37.0	37.0			PH/103/103690-0/AF-Q8YMZ9-F1-model_v3.json.gz
Q8YPB4	20.0	20.0			PH/103/103690-0/AF-Q8YPB4-F1-model_v3.json.gz
Q8YQA9	30.0	30.0			PH/103/103690-0/AF-Q8YQA9-F1-model_v3.json.gz
Q8YR92	25.0	25.0			PH/103/103690-0/AF-Q8YR92-F1-model_v3.json.gz
Q8YSZ5	20.0	20.0			PH/103/103690-0/AF-Q8YSZ5-F1-model_v3.json.gz
Q8YWM0	35.0	35.0			PH/103/103690-0/AF-Q8YWM0-F1-model_v3.json.gz
Q8YX97	30.0	30.0			PH/103/103690-0/AF-Q8YX97-F1-model_v3.json.gz
Q8YXV3	28.0	28.0			PH/103/103690-0/AF-Q8YXV3-F1-model_v3.json.gz
Q8YY76	37.0	37.0			PH/103/103690-0/AF-Q8YY76-F1-model_v3.json.gz
Q8YZ70	45.0	45.0	30.0	55.0	PH/103/103690-0/AF-Q8YZ70-F1-model_v3.json.gz
Q8YZ70	37.0	37.0	30.0	55.0	PH/103/103690-0/AF-Q8YZ70-F1-model_v3.json.gz
Q8YZ70	40.0	40.0	30.0	55.0	PH/103/103690-0/AF-Q8YZ70-F1-model_v3.json.gz
Q8Z078	25.0	25.0			PH/103/103690-0/AF-Q8Z078-F1-model_v3.json.gz
Q9R6Y4	25.0	25.0			PH/103/103690-0/AF-Q9R6Y4-F1-model_v3.json.gz
Q6QF56	80.0	80.0			PH/103/103816-1/AF-Q6QF56-F1-model_v3.json.gz
Q6QF57	30.0	30.0			PH/103/103816-1/AF-Q6QF57-F1-model_v3.json.gz
A0A068VNW5	50.0	50.0			PH/103/1038928-0/AF-A0A068VNW5-F1-model_v3.json.gz
A0A068VNW5	60.0	60.0			PH/103/1038928-0/AF-A0A068VNW5-F1-model_v3.json.gz
A0A068VNW5	40.0	40.0			PH/103/1038928-0/AF-A0A068VNW5-F1-model_v3.json.gz
Q9L9D7	30.0	30.0			PH/104/104109-0/AF-Q9L9D7-F1-model_v3.json.gz
Q9L9D7	37.0	37.0			PH/104/104109-0/AF-Q9L9D7-F1-model_v3.json.gz
F7J5X4	25.0	25.0			PH/104/1041639-0/AF-F7J5X4-F1-model_v3.json.gz
B5AR80	25.0	25.0			PH/104/1042543-0/AF-B5AR80-F1-model_v3.json.gz
A5A4M8	70.0	70.0			PH/104/104259-2/AF-A5A4M8-F1-model_v3.json.gz
F8G0M3	30.0	30.0			PH/104/1042876-0/AF-F8G0M3-F1-model_v3.json.gz
F8G0M4	25.0	25.0			PH/104/1042876-0/AF-F8G0M4-F1-model_v3.json.gz
F8GNE5	30.0	30.0			PH/104/1042878-0/AF-F8GNE5-F1-model_v3.json.gz
A0A1S7D3W6	4.0	4.0	4.0	45.0	PH/104/104336-0/AF-A0A1S7D3W6-F1-model_v3.json.gz
A0A1S7D3W6	15.0	15.0	4.0	45.0	PH/104/104336-0/AF-A0A1S7D3W6-F1-model_v3.json.gz
H9TZS7	40.0	40.0	30.0	50.0	PH/104/1046254-0/AF-H9TZS7-F1-model_v3.json.gz
Q9KJ21	37.0	37.0			PH/105/1052-0/AF-Q9KJ21-F1-model_v3.json.gz
Q9KJ22	37.0	37.0			PH/105/1052-0/AF-Q9KJ22-F1-model_v3.json.gz
C7F6Y1	30.0	30.0	5.0	80.0	PH/105/105351-1/AF-C7F6Y1-F1-model_v3.json.gz
P69327	60.0	60.0			PH/105/105351-1/AF-P69327-F1-model_v3.json.gz
Q4AEG8	40.0	40.0			PH/105/105351-1/AF-Q4AEG8-F1-model_v3.json.gz
Q9P979	45.0	45.0			PH/105/105351-1/AF-Q9P979-F1-model_v3.json.gz
Q9P979	55.0	55.0			PH/105/105351-1/AF-Q9P979-F1-model_v3.json.gz
Q9LAP7	22.0	22.0			PH/105/105692-0/AF-Q9LAP7-F1-model_v3.json.gz
Q7X3G5	25.0	25.0			PH/105/1058-0/AF-Q7X3G5-F1-model_v3.json.gz
D1L8A9	30.0	30.0			PH/105/105884-0/AF-D1L8A9-F1-model_v3.json.gz
O54050	25.0	25.0			PH/106/1061-0/AF-O54050-F1-model_v3.json.gz
O54050	40.0	40.0			PH/106/1061-0/AF-O54050-F1-model_v3.json.gz
O54050	25.0	25.0			PH/106/1061-0/AF-O54050-F1-model_v3.json.gz
O54050	25.0	25.0			PH/106/1061-0/AF-O54050-F1-model_v3.json.gz
O54051	40.0	40.0			PH/106/1061-0/AF-O54051-F1-model_v3.json.gz
O54051	25.0	25.0			PH/106/1061-0/AF-O54051-F1-model_v3.json.gz
P26236	30.0	30.0			PH/106/1061-0/AF-P26236-F1-model_v3.json.gz
Q6WRS9	30.0	30.0			PH/106/1061-0/AF-Q6WRS9-F1-model_v3.json.gz
Q9X7K2	40.0	40.0			PH/106/1061-0/AF-Q9X7K2-F1-model_v3.json.gz
A2TLM3	37.0	37.0			PH/106/106299-0/AF-A2TLM3-F1-model_v3.json.gz
C0KTJ6	30.0	30.0			PH/106/1063-0/AF-C0KTJ6-F1-model_v3.json.gz
C1KKR1	40.0	40.0	30.0	50.0	PH/106/1063-0/AF-C1KKR1-F1-model_v3.json.gz
D3JV03	25.0	30.0			PH/106/1063-0/AF-D3JV03-F1-model_v3.json.gz
D3JV03	30.0	30.0			PH/106/1063-0/AF-D3JV03-F1-model_v3.json.gz
G5DDB2	40.0	40.0	30.0	50.0	PH/106/1063-0/AF-G5DDB2-F1-model_v3.json.gz
G5DDB2	50.0	50.0	30.0	50.0	PH/106/1063-0/AF-G5DDB2-F1-model_v3.json.gz
Q5I7E1	37.0	37.0			PH/106/1063-0/AF-Q5I7E1-F1-model_v3.json.gz
Q8GKS3	50.0	50.0	20.0	50.0	PH/106/1063-0/AF-Q8GKS3-F1-model_v3.json.gz
Q8GKS3	50.0	50.0	20.0	90.0	PH/106/1063-0/AF-Q8GKS3-F1-model_v3.json.gz
Q8GKS3	30.0	30.0	20.0	50.0	PH/106/1063-0/AF-Q8GKS3-F1-model_v3.json.gz
Q8GKS3	30.0	30.0	20.0	90.0	PH/106/1063-0/AF-Q8GKS3-F1-model_v3.json.gz
Q8GKS3	40.0	40.0	20.0	50.0	PH/106/1063-0/AF-Q8GKS3-F1-model_v3.json.gz
Q8GKS3	40.0	40.0	20.0	90.0	PH/106/1063-0/AF-Q8GKS3-F1-model_v3.json.gz
Q8KRK5	55.0	55.0			PH/106/1063-0/AF-Q8KRK5-F1-model_v3.json.gz
Q9Z5D4	30.0	30.0			PH/106/1063-0/AF-Q9Z5D4-F1-model_v3.json.gz
Q9RMM4	60.0	60.0	30.0	70.0	PH/106/106355-0/AF-Q9RMM4-F1-model_v3.json.gz
E5RQ20	75.0	75.0	25.0	80.0	PH/106/106590-2/AF-E5RQ20-F1-model_v3.json.gz
O51799	25.0	25.0			PH/106/106590-2/AF-O51799-F1-model_v3.json.gz
Q2Z1A8	45.0	45.0			PH/106/106590-2/AF-Q2Z1A8-F1-model_v3.json.gz
Q8KTD8	33.0	33.0	22.0	45.0	PH/106/106590-2/AF-Q8KTD8-F1-model_v3.json.gz
Q9RBF6	31.0	31.0			PH/106/106590-2/AF-Q9RBF6-F1-model_v3.json.gz
Q9RBF6	31.0	31.0			PH/106/106590-2/AF-Q9RBF6-F1-model_v3.json.gz
Q5S260	60.0	60.0	45.0	65.0	PH/106/106592-1/AF-Q5S260-F1-model_v3.json.gz
Q8KT80	30.0	30.0			PH/106/1066-0/AF-Q8KT80-F1-model_v3.json.gz
F9W8I6	37.0	37.0			PH/106/1068625-0/AF-F9W8I6-F1-model_v3.json.gz
G0UYF4	25.0	25.0			PH/106/1068625-1/AF-G0UYF4-F1-model_v3.json.gz
G0UZY5	37.0	37.0			PH/106/1068625-1/AF-G0UZY5-F1-model_v3.json.gz
A0A076MQB4	60.0	60.0			PH/106/1068978-0/AF-A0A076MQB4-F1-model_v3.json.gz
A9ZT55	50.0	50.0			PH/106/1069201-2/AF-A9ZT55-F1-model_v3.json.gz
Q9LBX2	65.0	65.0	30.0	65.0	PH/107/107035-0/AF-Q9LBX2-F1-model_v3.json.gz
Q9LBX2	37.0	50.0	30.0	65.0	PH/107/107035-0/AF-Q9LBX2-F1-model_v3.json.gz
Q9LBX4	45.0	45.0	30.0	65.0	PH/107/107035-0/AF-Q9LBX4-F1-model_v3.json.gz
Q9LBX4	37.0	50.0	30.0	65.0	PH/107/107035-0/AF-Q9LBX4-F1-model_v3.json.gz
G1JTZ7	37.0	37.0			PH/107/1071255-0/AF-G1JTZ7-F1-model_v3.json.gz
G8BWM7	30.0	30.0			PH/107/1071381-0/AF-G8BWM7-F1-model_v3.json.gz
G8C0Z7	30.0	30.0			PH/107/1071381-0/AF-G8C0Z7-F1-model_v3.json.gz
Q70LF4	42.0	42.0			PH/107/107243-8/AF-Q70LF4-F1-model_v3.json.gz
H9B8T5	35.0	35.0			PH/107/1073252-0/AF-H9B8T5-F1-model_v3.json.gz
G1EH67	50.0	50.0	20.0	80.0	PH/107/1075418-0/AF-G1EH67-F1-model_v3.json.gz
G1EH67	50.0	50.0	20.0	80.0	PH/107/1075418-0/AF-G1EH67-F1-model_v3.json.gz
A4F2S6	50.0	50.0			PH/107/1076-2/AF-A4F2S6-F1-model_v3.json.gz
Q3LB11	31.0	31.0			PH/107/1076-2/AF-Q3LB11-F1-model_v3.json.gz
Q6RVB3	35.0	40.0			PH/107/1076-2/AF-Q6RVB3-F1-model_v3.json.gz
G7CFI3	25.0	25.0			PH/107/1078020-0/AF-G7CFI3-F1-model_v3.json.gz
A8D7K2	30.0	30.0			PH/108/1081613-0/AF-A8D7K2-F1-model_v3.json.gz
I7L8N7	60.0	60.0			PH/108/1081620-0/AF-I7L8N7-F1-model_v3.json.gz
Q3BJY5	50.0	50.0			PH/108/108328-0/AF-Q3BJY5-F1-model_v3.json.gz
Q6QHE9	70.0	70.0			PH/108/108328-0/AF-Q6QHE9-F1-model_v3.json.gz
P04718	25.0	25.0			PH/108/1085-0/AF-P04718-F1-model_v3.json.gz
A0A4D6BT21	50.0	50.0			PH/108/108572-0/AF-A0A4D6BT21-F1-model_v3.json.gz
A0A0C5CE51	60.0	60.0	30.0	70.0	PH/108/108931-0/AF-A0A0C5CE51-F1-model_v3.json.gz
A0A0U2D6P6	37.0	37.0			PH/108/108931-0/AF-A0A0U2D6P6-F1-model_v3.json.gz
C0LZJ6	37.0	37.0			PH/108/108931-0/AF-C0LZJ6-F1-model_v3.json.gz
C0LZJ7	37.0	37.0			PH/108/108931-0/AF-C0LZJ7-F1-model_v3.json.gz
X0JT48	50.0	50.0			PH/108/1089451-0/AF-X0JT48-F1-model_v3.json.gz
G4T023	60.0	60.0			PH/109/1091494-0/AF-G4T023-F1-model_v3.json.gz
G4T024	30.0	30.0			PH/109/1091494-0/AF-G4T024-F1-model_v3.json.gz
G4T0C7	70.0	70.0	30.0	70.0	PH/109/1091494-0/AF-G4T0C7-F1-model_v3.json.gz
G4T0C7	70.0	70.0	55.0	75.0	PH/109/1091494-0/AF-G4T0C7-F1-model_v3.json.gz
G4T0C7	70.0	70.0	25.0	80.0	PH/109/1091494-0/AF-G4T0C7-F1-model_v3.json.gz
G4T1H4	60.0	60.0			PH/109/1091494-0/AF-G4T1H4-F1-model_v3.json.gz
